"LokalID"	"Predator"	"Lokal"	"Individ"	"n_shoots"	"h_shoot"	"n_fl"	"phen_index"	"most_adv"	"n_eggs"	"n_pred_all"	"n_aborted_all"	"perc_undeveloped"	"n_intact_fruits"	"n_seeds"	"attack"	"date"	"date_julian"	"year"	"apply_to_phen_1ago"	"phen_corr"
"80"	"Ale001"	1	"Bockemossen"	80	4	22,3	5	2	3	1	0	2	NA	3	NA	1	"23/07/2011"	204	2011	1,285714286	4,285714286
"81"	"Ale001"	1	"Bockemossen"	81	10	30,4	6	3,333333333	5	2	4	0	NA	2	NA	1	"23/07/2011"	204	2011	1,285714286	6,285714286
"82"	"Ale001"	1	"Bockemossen"	82	5	28,2	5	4,2	5	0	2	2	NA	2	NA	0	"23/07/2011"	204	2011	1,285714286	6,285714286
"83"	"Ale001"	1	"Bockemossen"	83	2	19,3	4	3,5	5	6	3	1	NA	0	NA	1	"23/07/2011"	204	2011	1,285714286	6,285714286
"84"	"Ale001"	1	"Bockemossen"	84	2	20,2	5	3,4	5	6	2	0	NA	3	NA	1	"23/07/2011"	204	2011	1,285714286	6,285714286
"85"	"Ale001"	1	"Bockemossen"	85	3	23,1	6	3,666666667	5	3	3	0	NA	3	NA	1	"23/07/2011"	204	2011	1,285714286	6,285714286
"86"	"Ale001"	1	"Bockemossen"	86	2	21	5	3,2	5	0	2	0	NA	3	NA	0	"23/07/2011"	204	2011	1,285714286	6,285714286
"87"	"Ale001"	1	"Bockemossen"	87	5	22,3	8	3,625	5	1	1	0	NA	7	NA	1	"23/07/2011"	204	2011	1,285714286	6,285714286
"88"	"Ale001"	1	"Bockemossen"	88	4	9	2	4	5	0	0	0	NA	2	NA	0	"23/07/2011"	204	2011	1,285714286	6,285714286
"89"	"Ale001"	1	"Bockemossen"	89	4	15,6	1	3	3	0	0	0	NA	1	NA	0	"23/07/2011"	204	2011	1,285714286	4,285714286
"90"	"Ale001"	1	"Bockemossen"	90	2	10,3	2	1,5	2	0	1	0	NA	1	NA	0	"23/07/2011"	204	2011	1,285714286	3,285714286
"91"	"Ale001"	1	"Bockemossen"	91	6	13,5	3	4	5	4	2	0	NA	1	NA	1	"23/07/2011"	204	2011	1,285714286	6,285714286
"92"	"Ale001"	1	"Bockemossen"	92	5	17	5	2,8	4	2	2	0	NA	3	NA	1	"23/07/2011"	204	2011	1,285714286	5,285714286
"93"	"Ale001"	1	"Bockemossen"	93	2	18,1	5	3,2	5	1	2	1	NA	3	NA	1	"23/07/2011"	204	2011	1,285714286	6,285714286
"94"	"Ale001"	1	"Bockemossen"	94	9	24	5	2	4	0	0	0	NA	4	NA	0	"23/07/2011"	204	2011	1,285714286	5,285714286
"95"	"Ale001"	1	"Bockemossen"	95	2	20,5	2	2	3	0	1	0	NA	1	NA	0	"23/07/2011"	204	2011	1,285714286	4,285714286
"96"	"Ale001"	1	"Bockemossen"	96	2	20,3	5	3,8	5	3	4	0	NA	1	NA	1	"23/07/2011"	204	2011	1,285714286	6,285714286
"97"	"Ale001"	1	"Bockemossen"	97	3	21	4	4,25	5	1	3	0	NA	1	NA	1	"23/07/2011"	204	2011	1,285714286	6,285714286
"98"	"Ale001"	1	"Bockemossen"	98	1	18,8	5	4	5	1	1	0	NA	4	NA	1	"23/07/2011"	204	2011	1,285714286	6,285714286
"99"	"Ale001"	1	"Bockemossen"	99	3	17,5	4	3,25	5	1	3	0	NA	1	NA	1	"23/07/2011"	204	2011	1,285714286	6,285714286
"100"	"Ale001"	1	"Bockemossen"	100	3	25,3	5	3	4	0	3	0	NA	2	NA	0	"23/07/2011"	204	2011	1,285714286	5,285714286
"101"	"Ale010"	0	"Stora Kroksjön Ö stranden"	1	1	26,6	2	3,5	5	0	1	0	NA	1	NA	0	"08/08/2011"	220	2011	-1	4
"102"	"Ale010"	0	"Stora Kroksjön Ö stranden"	2	1	16,7	1	4	4	0	1	0	NA	0	NA	0	"08/08/2011"	220	2011	-1	3
"103"	"Ale010"	0	"Stora Kroksjön Ö stranden"	3	1	27,7	1	4	4	0	0	0	NA	1	NA	0	"08/08/2011"	220	2011	-1	3
"104"	"Ale010"	0	"Stora Kroksjön Ö stranden"	4	2	14,2	1	1	1	0	0	1	NA	0	NA	0	"08/08/2011"	220	2011	-1	0
"105"	"Ale010"	0	"Stora Kroksjön Ö stranden"	5	2	17	2	1,5	2	0	2	0	NA	0	NA	0	"08/08/2011"	220	2011	-1	1
"106"	"Ale010"	0	"Stora Kroksjön Ö stranden"	6	1	12,4	1	1	1	0	0	1	NA	0	NA	0	"08/08/2011"	220	2011	-1	0
"107"	"Ale010"	0	"Stora Kroksjön Ö stranden"	7	2	15	1	3	3	0	0	0	NA	1	NA	0	"08/08/2011"	220	2011	-1	2
"108"	"Ale010"	0	"Stora Kroksjön Ö stranden"	8	3	10,7	1	2	2	0	1	0	NA	0	NA	0	"08/08/2011"	220	2011	-1	1
"109"	"Ale010"	0	"Stora Kroksjön Ö stranden"	9	3	13,1	2	2	2	0	0	2	NA	0	NA	0	"08/08/2011"	220	2011	-1	1
"110"	"Ale010"	0	"Stora Kroksjön Ö stranden"	10	2	11,1	1	1	1	0	1	0	NA	0	NA	0	"08/08/2011"	220	2011	-1	0
"111"	"Ale010"	0	"Stora Kroksjön Ö stranden"	11	1	20,6	1	2	2	0	0	0	NA	0	NA	0	"08/08/2011"	220	2011	-1	1
"112"	"Ale010"	0	"Stora Kroksjön Ö stranden"	12	3	16,2	1	4	4	0	0	0	NA	0	NA	0	"08/08/2011"	220	2011	-1	3
"113"	"Ale010"	0	"Stora Kroksjön Ö stranden"	13	1	15,7	1	3	3	0	1	0	10	0	200	0	"08/08/2011"	220	2011	-1	2
"114"	"Ale010"	0	"Stora Kroksjön Ö stranden"	14	1	25,6	2	2,5	3	0	0	0	NA	1	NA	0	"08/08/2011"	220	2011	-1	2
"115"	"Ale010"	0	"Stora Kroksjön Ö stranden"	15	4	14,6	1	2	2	0	0	0	NA	0	NA	0	"08/08/2011"	220	2011	-1	1
"116"	"Ale010"	0	"Stora Kroksjön Ö stranden"	16	1	23	1	5	5	0	1	0	0	0	0	0	"08/08/2011"	220	2011	-1	4
"117"	"Ale010"	0	"Stora Kroksjön Ö stranden"	17	1	16	1	3	3	0	0	0	NA	1	NA	0	"08/08/2011"	220	2011	-1	2
"118"	"Ale010"	0	"Stora Kroksjön Ö stranden"	18	2	15,5	1	4	4	0	1	0	NA	0	NA	0	"08/08/2011"	220	2011	-1	3
"119"	"Ale010"	0	"Stora Kroksjön Ö stranden"	19	1	12,8	1	4	4	0	1	0	NA	0	NA	0	"08/08/2011"	220	2011	-1	3
"120"	"Ale010"	0	"Stora Kroksjön Ö stranden"	20	1	19,2	1	5	5	0	0	0	NA	1	60	0	"08/08/2011"	220	2011	-1	4
"121"	"Ale010"	0	"Stora Kroksjön Ö stranden"	21	1	14,2	1	2	2	0	0	0	NA	1	NA	0	"08/08/2011"	220	2011	-1	1
"122"	"Ale010"	0	"Stora Kroksjön Ö stranden"	22	1	23,1	1	5	5	0	0	0	NA	1	NA	0	"08/08/2011"	220	2011	-1	4
"123"	"Ale010"	0	"Stora Kroksjön Ö stranden"	23	2	27,7	3	4,666666667	5	0	1	0	NA	2	NA	0	"08/08/2011"	220	2011	-1	4
"124"	"Ale010"	0	"Stora Kroksjön Ö stranden"	24	1	22,8	1	5	5	0	0	0	NA	1	NA	0	"08/08/2011"	220	2011	-1	4
"125"	"Ale010"	0	"Stora Kroksjön Ö stranden"	25	1	32	1	3	3	0	1	0	NA	0	NA	0	"08/08/2011"	220	2011	-1	2
"126"	"Ale010"	0	"Stora Kroksjön Ö stranden"	26	2	23,6	1	3	3	0	0	0	NA	1	NA	0	"08/08/2011"	220	2011	-1	2
"127"	"Ale010"	0	"Stora Kroksjön Ö stranden"	27	1	22,5	1	3	3	0	1	0	NA	0	NA	0	"08/08/2011"	220	2011	-1	2
"128"	"Ale010"	0	"Stora Kroksjön Ö stranden"	28	1	31,5	1	2	2	0	0	0	NA	1	NA	0	"08/08/2011"	220	2011	-1	1
"129"	"Ale010"	0	"Stora Kroksjön Ö stranden"	29	1	15	1	1	1	0	0	1	NA	0	NA	0	"08/08/2011"	220	2011	-1	0
"130"	"Ale010"	0	"Stora Kroksjön Ö stranden"	30	2	33,5	4	3,5	5	0	1	1	100	2	980	0	"08/08/2011"	220	2011	-1	4
"131"	"Ale010"	0	"Stora Kroksjön Ö stranden"	31	2	24	2	3	4	0	2	0	NA	0	NA	0	"08/08/2011"	220	2011	-1	3
"132"	"Ale010"	0	"Stora Kroksjön Ö stranden"	32	3	13,8	1	1	1	0	0	1	NA	0	NA	0	"08/08/2011"	220	2011	-1	0
"133"	"Ale010"	0	"Stora Kroksjön Ö stranden"	33	1	22,2	2	2,5	3	0	1	1	100	0	0	0	"08/08/2011"	220	2011	-1	2
"134"	"Ale010"	0	"Stora Kroksjön Ö stranden"	34	1	12,1	1	4	4	0	0	1	NA	0	NA	0	"08/08/2011"	220	2011	-1	3
"135"	"Ale010"	0	"Stora Kroksjön Ö stranden"	35	1	28,3	4	4,5	5	0	0	1	NA	3	1530	0	"08/08/2011"	220	2011	-1	4
"136"	"Ale010"	0	"Stora Kroksjön Ö stranden"	36	1	18,3	1	4	4	0	0	0	NA	1	NA	0	"08/08/2011"	220	2011	-1	3
"137"	"Ale010"	0	"Stora Kroksjön Ö stranden"	37	3	29,4	2	2	3	0	0	1	NA	1	NA	0	"08/08/2011"	220	2011	-1	2
"138"	"Ale010"	0	"Stora Kroksjön Ö stranden"	38	1	22	1	3	3	0	0	0	NA	1	NA	0	"08/08/2011"	220	2011	-1	2
"139"	"Ale010"	0	"Stora Kroksjön Ö stranden"	39	1	29,9	1	5	5	0	0	0	NA	0	NA	0	"08/08/2011"	220	2011	-1	4
"140"	"Ale010"	0	"Stora Kroksjön Ö stranden"	40	1	24,1	3	1,666666667	3	0	0	2	NA	1	NA	0	"08/08/2011"	220	2011	-1	2
"141"	"Ale010"	0	"Stora Kroksjön Ö stranden"	41	1	18,6	1	2	2	0	0	0	NA	0	NA	0	"08/08/2011"	220	2011	-1	1
"142"	"Ale010"	0	"Stora Kroksjön Ö stranden"	42	2	11,4	1	3	3	0	0	0	NA	1	NA	0	"08/08/2011"	220	2011	-1	2
"143"	"Ale010"	0	"Stora Kroksjön Ö stranden"	43	1	15	1	1	1	0	0	0	NA	0	NA	0	"08/08/2011"	220	2011	-1	0
"144"	"Ale010"	0	"Stora Kroksjön Ö stranden"	44	3	21,2	2	3,5	5	0	0	1	NA	1	220	0	"08/08/2011"	220	2011	-1	4
"145"	"Ale010"	0	"Stora Kroksjön Ö stranden"	45	2	20,3	2	3	5	0	0	1	NA	1	NA	0	"08/08/2011"	220	2011	-1	4
"146"	"Ale010"	0	"Stora Kroksjön Ö stranden"	46	2	18,7	1	4	4	0	0	0	NA	1	NA	0	"08/08/2011"	220	2011	-1	3
"147"	"Ale010"	0	"Stora Kroksjön Ö stranden"	47	1	16,1	1	3	3	0	0	0	NA	1	NA	0	"08/08/2011"	220	2011	-1	2
"148"	"Ale010"	0	"Stora Kroksjön Ö stranden"	48	1	11,6	1	1	1	0	0	1	NA	0	NA	0	"08/08/2011"	220	2011	-1	0
"149"	"Ale010"	0	"Stora Kroksjön Ö stranden"	49	1	16,2	1	4	4	0	1	0	NA	0	NA	0	"08/08/2011"	220	2011	-1	3
"150"	"Ale010"	0	"Stora Kroksjön Ö stranden"	50	2	17,6	1	2	2	0	0	1	NA	0	NA	0	"08/08/2011"	220	2011	-1	1
"151"	"Ale010"	0	"Stora Kroksjön Ö stranden"	51	2	7,5	1	1	1	0	0	1	NA	0	NA	0	"08/08/2011"	220	2011	-1	0
"152"	"Ale010"	0	"Stora Kroksjön Ö stranden"	52	1	18	1	3	3	0	0	0	NA	1	NA	0	"08/08/2011"	220	2011	-1	2
"153"	"Ale010"	0	"Stora Kroksjön Ö stranden"	53	1	26,1	3	2,666666667	4	0	0	1	NA	2	NA	0	"08/08/2011"	220	2011	-1	3
"154"	"Ale010"	0	"Stora Kroksjön Ö stranden"	54	3	24,7	3	2,666666667	5	0	1	2	NA	0	NA	0	"08/08/2011"	220	2011	-1	4
"155"	"Ale010"	0	"Stora Kroksjön Ö stranden"	55	1	38	4	2,5	5	0	1	1	NA	0	NA	0	"08/08/2011"	220	2011	-1	4
"156"	"Ale010"	0	"Stora Kroksjön Ö stranden"	56	1	26,9	1	2	2	0	0	0	NA	0	NA	0	"08/08/2011"	220	2011	-1	1
"157"	"Ale010"	0	"Stora Kroksjön Ö stranden"	57	2	16,3	1	2	2	0	1	0	NA	0	NA	0	"08/08/2011"	220	2011	-1	1
"158"	"Ale010"	0	"Stora Kroksjön Ö stranden"	58	2	33,2	1	1	1	0	0	0	NA	1	NA	0	"08/08/2011"	220	2011	-1	0
"159"	"Ale010"	0	"Stora Kroksjön Ö stranden"	59	3	17,1	1	2	2	0	0	0	NA	0	NA	0	"08/08/2011"	220	2011	-1	1
"160"	"Ale010"	0	"Stora Kroksjön Ö stranden"	60	2	22,5	1	3	3	0	1	0	50	0	20	0	"08/08/2011"	220	2011	-1	2
"161"	"Ale010"	0	"Stora Kroksjön Ö stranden"	61	1	18,5	1	2	2	0	1	0	NA	0	NA	0	"08/08/2011"	220	2011	-1	1
"162"	"Ale010"	0	"Stora Kroksjön Ö stranden"	62	2	26,4	2	2,5	3	0	0	0	NA	0	NA	0	"08/08/2011"	220	2011	-1	2
"163"	"Ale010"	0	"Stora Kroksjön Ö stranden"	63	5	14	1	1	1	0	0	1	NA	0	NA	0	"08/08/2011"	220	2011	-1	0
"164"	"Ale010"	0	"Stora Kroksjön Ö stranden"	64	1	26,7	2	3	4	0	0	1	NA	0	NA	0	"08/08/2011"	220	2011	-1	3
"165"	"Ale010"	0	"Stora Kroksjön Ö stranden"	65	3	24,3	2	1	1	0	0	2	NA	0	NA	0	"08/08/2011"	220	2011	-1	0
"166"	"Ale010"	0	"Stora Kroksjön Ö stranden"	66	1	22,4	1	3	3	0	0	0	NA	1	NA	0	"08/08/2011"	220	2011	-1	2
"167"	"Ale010"	0	"Stora Kroksjön Ö stranden"	67	2	17,4	1	4	4	0	0	0	NA	0	NA	0	"08/08/2011"	220	2011	-1	3
"168"	"Ale010"	0	"Stora Kroksjön Ö stranden"	68	1	19	1	4	4	0	0	0	NA	1	NA	0	"08/08/2011"	220	2011	-1	3
"169"	"Ale010"	0	"Stora Kroksjön Ö stranden"	69	2	34	1	2	2	0	0	0	NA	1	NA	0	"08/08/2011"	220	2011	-1	1
"170"	"Ale010"	0	"Stora Kroksjön Ö stranden"	70	2	22,6	1	3	3	0	0	0	NA	1	NA	0	"08/08/2011"	220	2011	-1	2
