predator	LokalID	Individ	n_shoots	h_shoot	n_fl	phen_index	most_adv	n_eggs	n_pred_all	n_aborted_all	n_intact_fruits	attack	year	prop_pred	prop_pred_c	prop_int_fr	prop_int_fr_c
1	Her004	31	1	30,7	4	2,25	4	0	2	1	1	0	2011	0,5	0,5	0,25	0,25
1	Her004	32	1	27,6	4	2,75	4	9	3	1	0	1	2011	0,75	0,75	0	0
1	Her004	33	1	19,1	1	2	2	0	1	0	0	0	2011	1	1	0	0
1	Her004	34	2	14,5	1	3	3	0	1	0	0	0	2011	1	1	0	0
1	Her004	35	1	13,6	1	1	1	0	0	1	0	0	2011	0	0	0	0
1	Her004	36	2	19,7	1	1	1	4	0	1	0	1	2011	0	0	0	0
1	Her004	37	1	19	2	1,5	2	8	1	1	0	1	2011	0,5	0,5	0	0
1	Her004	38	1	18,8	1	2	2	5	0	1	0	1	2011	0	0	0	0
1	Her004	39	4	25,8	4	2,75	4	27	3	1	0	1	2011	0,75	0,75	0	0
1	Her004	40	1	16,5	1	1	1	0	0	0	1	0	2011	0	0	1	1
1	Her004	41	1	32,6	3	2	3	0	1	2	0	0	2011	0,33333333	0,33333333	0	0
1	Her004	42	2	16,4	1	2	2	4	0	0	0	1	2011	0	0	0	0
1	Her004	43	4	9,7	1	2	2	0	0	1	0	0	2011	0	0	0	0
1	Her004	44	2	21,2	1	2	2	0	1	0	0	0	2011	1	1	0	0
1	Her004	45	3	22,5	1	3	3	0	1	0	0	0	2011	1	1	0	0
1	Her004	46	5	17,8	1	2	2	0	1	0	0	0	2011	1	1	0	0
1	Her004	47	1	23,6	2	2	3	4	1	0	1	1	2011	0,5	0,5	0,5	0,5
1	Her004	48	1	19,7	1	1	1	0	0	1	0	0	2011	0	0	0	0
1	Her004	49	1	29,9	2	2	3	2	1	1	0	1	2011	0,5	0,5	0	0
1	Her004	50	3	9,7	1	1	1	0	0	1	0	0	2011	0	0	0	0
1	Her004	51	3	25,5	3	1,66666667	3	1	3	0	0	1	2011	1	1	0	0
1	Her004	52	1	17,2	1	2	2	0	1	0	0	0	2011	1	1	0	0
1	Her004	53	3	11	1	1	1	0	0	0	1	0	2011	0	0	1	1
1	Her004	54	1	9,8	1	1	1	0	0	1	0	0	2011	0	0	0	0
1	Her004	55	2	17,6	1	2	2	0	0	1	0	0	2011	0	0	0	0
1	Her004	56	2	22,2	2	2	3	12	1	1	0	1	2011	0,5	0,5	0	0
1	Her004	57	2	11,6	1	1	1	0	0	0	1	0	2011	0	0	1	1
1	Her004	58	5	9,4	1	2	2	1	1	0	0	1	2011	1	1	0	0
1	Her004	59	2	8	1	1	1	0	0	1	0	0	2011	0	0	0	0
1	Her004	60	2	19	1	3	3	4	0	1	0	1	2011	0	0	0	0
1	Her004	61	1	18,7	2	1	1	0	0	1	1	0	2011	0	0	0,5	0,5
1	Her004	62	1	28	5	2,8	5	31	4	1	0	1	2011	0,8	0,8	0	0
1	Her004	63	1	25,3	1	4	4	0	0	1	1	0	2011	0	0	1	1
1	Her004	64	1	28,9	3	2,33333333	3	11	3	0	0	1	2011	1	1	0	0
1	Her004	65	3	28	3	1,33333333	2	4	2	0	1	1	2011	0,66666667	0,66666667	0,33333333	0,33333333
1	Her004	66	3	26	5	1,8	5	13	1	4	0	1	2011	0,2	0,2	0	0
1	Her004	67	4	22,1	2	1	1	4	0	2	0	1	2011	0	0	0	0
1	Her004	68	3	31	4	3,5	5	29	3	1	0	1	2011	0,75	0,75	0	0
1	Her004	69	5	27,3	3	2	4	3	1	2	0	1	2011	0,33333333	0,33333333	0	0
1	Her004	70	1	29	5	2,4	5	6	3	2	0	1	2011	0,6	0,6	0	0
1	Her004	71	1	26,2	2	2	3	0	0	2	0	0	2011	0	0	0	0
1	Her004	72	4	24,6	1	1	1	0	1	0	0	0	2011	1	1	0	0
1	Her004	73	3	23	2	2,5	4	0	1	1	0	0	2011	0,5	0,5	0	0
1	Her004	74	8	22,2	1	4	4	0	1	0	0	0	2011	1	1	0	0
1	Her004	75	2	23,6	3	2,33333333	4	6	2	1	0	1	2011	0,66666667	0,66666667	0	0
1	Her004	76	3	33,2	3	3,33333333	5	6	3	0	0	1	2011	1	1	0	0
1	Her004	77	2	30,5	3	3,33333333	5	0	2	0	1	0	2011	0,66666667	0,66666667	0,33333333	0,33333333
1	Her004	78	2	24	1	4	4	1	1	0	0	1	2011	1	1	0	0
1	Her004	79	1	33	2	1,5	2	0	1	1	0	0	2011	0,5	0,5	0	0
1	Her004	80	2	23,7	2	1	1	0	1	1	0	0	2011	0,5	0,5	0	0
1	Her004	81	4	22,9	1	3	3	1	1	0	0	1	2011	1	1	0	0
1	Her004	82	1	22	1	1	1	0	1	0	0	0	2011	1	1	0	0
1	Her004	83	1	28,6	3	1,66666667	3	5	0	3	0	1	2011	0	0	0	0
1	Her004	84	3	20	1	2	2	1	1	0	0	1	2011	1	1	0	0
1	Her004	85	2	26,1	4	3,5	5	7	3	0	1	1	2011	0,75	0,75	0,25	0,25
1	Her004	86	4	22	2	3	4	0	1	0	1	0	2011	0,5	0,5	0,5	0,5
1	Her004	87	4	26,1	1	2	2	0	1	0	0	0	2011	1	1	0	0
1	Her004	88	1	24,3	1	2	2	0	1	0	0	0	2011	1	1	0	0
1	Her004	89	2	20,6	1	2	2	0	1	0	0	0	2011	1	1	0	0
1	Her004	90	3	21,5	1	1	1	0	1	1	0	0	2011	1	1	0	0
1	Her004	91	3	20,1	1	2	2	0	1	0	0	0	2011	1	1	0	0
1	Her004	92	1	18,1	1	1	1	0	0	0	1	0	2011	0	0	1	1
1	Her004	93	1	17,5	1	2	2	4	1	0	0	1	2011	1	1	0	0
1	Her004	94	4	21	1	2	2	0	1	0	0	0	2011	1	1	0	0
1	Her004	95	8	19,5	2	3	5	8	2	0	0	1	2011	1	1	0	0
1	Her004	96	4	16,2	1	2	2	3	0	1	0	1	2011	0	0	0	0
1	Her004	97	3	18	1	1	1	0	0	1	0	0	2011	0	0	0	0
1	Her004	98	1	22,5	1	3	3	0	0	1	0	0	2011	0	0	0	0
1	Her004	99	2	20,2	3	2,33333333	4	9	2	1	0	1	2011	0,66666667	0,66666667	0	0
1	Her004	100	1	12,2	1	4	4	0	1	0	0	0	2011	1	1	0	0
1	Her005	1	2	13	1	2	2	1	1	0	0	1	2011	1	1	0	0
1	Her005	2	6	16,1	3	2,66666667	5	1	1	2	0	1	2011	0,33333333	0,33333333	0	0
1	Her005	3	1	15,2	1	1	1	0	1	0	0	0	2011	1	1	0	0
1	Her005	4	2	18,7	2	3	4	7	1	1	0	1	2011	0,5	0,5	0	0
1	Her005	5	3	21,5	3	2,66666667	4	6	2	1	0	1	2011	0,66666667	0,66666667	0	0
1	Her005	6	2	26,5	2	3	4	5	2	0	0	1	2011	1	1	0	0
1	Her005	7	1	18,2	1	2	2	8	0	0	1	1	2011	0	0	1	1
1	Her005	8	1	20,1	2	2,5	4	0	0	0	2	0	2011	0	0	1	1
1	Her005	9	2	26,2	2	3,5	4	0	2	0	0	0	2011	1	1	0	0
1	Her005	10	2	18,3	1	3	3	0	0	0	1	0	2011	0	0	1	1
1	Her005	11	1	22	3	3	5	0	3	1	0	0	2011	1	1	0	0
1	Her005	12	2	14,5	2	3	4	3	2	0	0	1	2011	1	1	0	0
1	Her005	13	3	20	2	4	5	2	2	0	0	1	2011	1	1	0	0
1	Her005	14	1	28,6	7	3,85714286	5	21	6	1	0	1	2011	0,85714286	0,85714286	0	0
1	Her005	15	1	15,5	1	3	3	0	1	0	0	0	2011	1	1	0	0
1	Her005	16	1	24	2	1,5	2	0	1	1	0	0	2011	0,5	0,5	0	0
1	Her005	17	2	20	5	2	4	3	3	2	0	1	2011	0,6	0,6	0	0
1	Her005	18	3	20,6	4	3,25	5	9	2	0	2	1	2011	0,5	0,5	0,5	0,5
1	Her005	19	3	16,1	3	4	5	0	0	0	3	0	2011	0	0	1	1
1	Her005	20	1	17,8	1	4	4	0	0	0	1	0	2011	0	0	1	1
1	Her005	21	3	20	3	2,66666667	5	0	0	1	2	0	2011	0	0	0,66666667	0,66666667
1	Her005	22	2	18,5	2	3	4	4	1	1	0	1	2011	0,5	0,5	0	0
1	Her005	23	2	10,6	1	3	3	0	0	0	1	0	2011	0	0	1	1
1	Her005	24	4	13,2	1	3	3	0	0	0	1	0	2011	0	0	1	1
1	Her005	25	2	13,6	1	3	3	0	0	0	1	0	2011	0	0	1	1
1	Her005	26	5	14,6	1	4	4	1	1	0	0	1	2011	1	1	0	0
1	Her005	27	1	14,3	1	2	2	0	1	0	0	0	2011	1	1	0	0
1	Her005	28	3	12,5	1	2	2	0	0	0	1	0	2011	0	0	1	1
1	Her005	29	7	14,7	1	4	4	0	1	0	0	0	2011	1	1	0	0
1	Her005	30	4	13	1	4	4	0	1	0	0	0	2011	1	1	0	0
1	Her005	31	4	23	3	2,66666667	5	0	1	1	1	0	2011	0,33333333	0,33333333	0,33333333	0,33333333
1	Her005	32	3	16,2	2	2,5	3	0	1	0	0	0	2011	0,5	0,5	0	0
1	Her005	33	1	12,7	1	4	4	0	0	0	1	0	2011	0	0	1	1
1	Her005	34	3	17	1	4	4	0	1	0	0	0	2011	1	1	0	0
1	Her005	35	3	16,6	1	3	3	0	1	0	0	0	2011	1	1	0	0
1	Her005	36	3	19	1	2	2	0	1	0	0	0	2011	1	1	0	0
1	Her005	37	4	20,5	2	3	4	0	2	0	0	0	2011	1	1	0	0
1	Her005	38	5	15,6	1	3	3	0	0	0	1	0	2011	0	0	1	1
1	Her005	39	4	16,5	2	2	3	0	1	0	1	0	2011	0,5	0,5	0,5	0,5
1	Her005	40	6	11,1	1	3	3	0	1	0	0	0	2011	1	1	0	0
1	Her005	41	3	11,7	1	1	1	0	0	1	0	0	2011	0	0	0	0
1	Her005	42	3	14,8	1	2	2	0	0	0	1	0	2011	0	0	1	1
1	Her005	43	4	9	1	2	2	0	0	0	1	0	2011	0	0	1	1
1	Her005	44	2	20,2	1	3	3	0	1	0	0	0	2011	1	1	0	0
1	Her005	45	1	13,7	1	4	4	0	0	0	1	0	2011	0	0	1	1
1	Her005	46	4	18,9	2	2	3	0	1	1	0	0	2011	0,5	0,5	0	0
1	Her005	47	2	14,5	2	2	3	0	1	1	0	0	2011	0,5	0,5	0	0
1	Her005	48	2	16,2	1	3	3	0	1	0	0	0	2011	1	1	0	0
1	Her005	49	4	13,7	3	2,33333333	5	0	0	2	1	0	2011	0	0	0,33333333	0,33333333
1	Her005	50	2	17,3	2	2,5	4	0	1	1	0	0	2011	0,5	0,5	0	0
1	Her005	51	1	18,2	2	1,5	2	0	1	1	0	0	2011	0,5	0,5	0	0
1	Her005	52	3	20,3	4	2,25	5	0	1	2	1	0	2011	0,25	0,25	0,25	0,25
1	Her005	53	2	17,6	1	4	4	0	1	0	0	0	2011	1	1	0	0
1	Her005	54	4	18,5	1	5	5	0	1	0	0	0	2011	1	1	0	0
1	Her005	55	3	23,4	5	2,2	5	7	2	3	0	1	2011	0,4	0,4	0	0
1	Her005	56	3	13,3	1	2	2	0	1	0	0	0	2011	1	1	0	0
1	Her005	57	2	15	1	4	4	0	1	0	0	0	2011	1	1	0	0
1	Her005	58	3	16,5	1	2	2	0	0	0	1	0	2011	0	0	1	1
1	Her005	59	3	18,7	3	4	5	11	3	0	0	1	2011	1	1	0	0
1	Her005	60	3	21,1	1	4	4	0	1	0	0	0	2011	1	1	0	0
1	Her005	61	2	11	1	2	2	0	1	0	0	0	2011	1	1	0	0
1	Her005	62	1	15,5	1	4	4	0	0	0	1	0	2011	0	0	1	1
1	Her005	63	2	13,2	1	2	2	0	0	0	1	0	2011	0	0	1	1
1	Her005	64	1	18,8	1	4	4	0	1	0	0	0	2011	1	1	0	0
1	Her005	65	1	17	2	3	4	0	1	0	1	0	2011	0,5	0,5	0,5	0,5
1	Her005	66	2	31,3	5	3,8	5	7	5	0	0	1	2011	1	1	0	0
1	Her005	67	2	25	2	4	5	0	1	0	1	0	2011	0,5	0,5	0,5	0,5
1	Her005	68	2	32,1	4	3,25	5	19	3	1	0	1	2011	0,75	0,75	0	0
1	Her005	69	2	27,5	2	1,5	2	3	2	0	0	1	2011	1	1	0	0
1	Her005	70	7	35,5	4	3,25	5	9	4	0	0	1	2011	1	1	0	0
1	Her005	71	3	26,7	2	3,5	4	7	2	0	0	1	2011	1	1	0	0
1	Her005	72	1	24,3	1	1	1	0	0	0	0	0	2011	0	0	0	0
1	Her005	73	1	32,5	4	1,75	3	0	2	2	0	0	2011	0,5	0,5	0	0
1	Her005	74	4	37,2	3	1,33333333	2	2	3	0	0	1	2011	1	1	0	0
1	Her005	75	3	27,8	2	1	1	0	1	1	0	0	2011	0,5	0,5	0	0
1	Her005	76	1	22,1	1	1	1	0	1	0	0	0	2011	1	1	0	0
1	Her005	77	1	30	2	2,5	3	0	1	0	1	0	2011	0,5	0,5	0,5	0,5
1	Her005	78	2	25	1	4	4	0	1	0	0	0	2011	1	1	0	0
1	Her005	79	2	26,5	3	2	4	1	1	2	0	1	2011	0,33333333	0,33333333	0	0
1	Her005	80	2	18,3	2	2,5	4	0	1	1	0	0	2011	0,5	0,5	0	0
1	Her005	81	2	31,1	3	2,33333333	3	0	3	0	0	0	2011	1	1	0	0
1	Her005	82	1	29,8	3	1,33333333	2	1	2	1	0	1	2011	0,66666667	0,66666667	0	0
1	Her005	83	2	19	1	1	1	0	1	0	0	0	2011	1	1	0	0
1	Her005	84	4	30,5	2	2	2	5	1	0	1	1	2011	0,5	0,5	0,5	0,5
1	Her005	85	1	31,7	3	2,66666667	4	8	3	0	0	1	2011	1	1	0	0
1	Her005	86	2	24,8	2	1,5	2	1	2	0	0	1	2011	1	1	0	0
1	Her005	87	2	19	1	1	1	0	0	0	1	0	2011	0	0	1	1
1	Her005	88	3	16,6	1	1	1	0	1	0	0	0	2011	1	1	0	0
1	Her005	89	2	26,3	7	2,57142857	5	10	5	2	0	1	2011	0,71428571	0,71428571	0	0
1	Her005	90	6	20,7	3	2,33333333	4	1	1	1	1	1	2011	0,33333333	0,33333333	0,33333333	0,33333333
1	Her005	91	2	21,3	2	1,5	2	1	1	1	0	1	2011	0,5	0,5	0	0
1	Her005	92	2	15	1	1	1	0	0	0	1	0	2011	0	0	1	1
1	Her005	93	1	23,5	1	1	1	0	1	0	0	0	2011	1	1	0	0
1	Her005	94	1	21	2	1,5	2	0	1	1	0	0	2011	0,5	0,5	0	0
1	Her005	95	4	17	1	1	1	0	1	0	0	0	2011	1	1	0	0
1	Her005	96	11	27,5	7	2,71428571	5	6	6	0	1	1	2011	0,85714286	0,85714286	0,14285714	0,14285714
1	Her005	97	1	23	3	2,33333333	4	0	1	0	2	0	2011	0,33333333	0,33333333	0,66666667	0,66666667
1	Her005	98	2	27	4	2	3	2	2	1	1	1	2011	0,5	0,5	0,25	0,25
1	Her005	99	3	25	1	2	2	0	1	0	0	0	2011	1	1	0	0
1	Her005	100	1	34	3	3	5	0	3	0	0	0	2011	1	1	0	0
1	Ler010	1	2	21,1	1	4	4	0	0	0	1	0	2011	0	0	1	1
1	Ler010	2	1	25,1	4	3	5	2	4	0	0	1	2011	1	1	0	0
1	Ler010	3	2	29,1	3	2,66666667	4	9	2	0	1	1	2011	0,66666667	0,66666667	0,33333333	0,33333333
1	Ler010	4	3	30,5	2	4	5	7	2	0	0	1	2011	1	1	0	0
1	Ler010	5	1	19	1	2	2	0	1	0	0	0	2011	1	1	0	0
1	Ler010	6	1	27	2	2,5	4	0	0	1	1	0	2011	0	0	0,5	0,5
1	Ler010	7	1	30	3	3,33333333	5	24	3	0	0	1	2011	1	1	0	0
1	Ler010	8	2	24,1	4	2,25	3	12	4	0	0	1	2011	1	1	0	0
1	Ler010	9	1	32	3	2,66666667	4	15	3	0	0	1	2011	1	1	0	0
1	Ler010	10	3	23	4	4,25	5	13	4	0	0	1	2011	1	1	0	0
1	Ler010	11	2	23	4	3	5	8	4	0	0	1	2011	1	1	0	0
1	Ler010	12	2	27,1	3	3,66666667	5	18	3	0	0	1	2011	1	1	0	0
1	Ler010	13	1	26,2	1	4	4	13	1	1	0	1	2011	1	1	0	0
1	Ler010	14	2	18,3	1	2	2	0	1	0	0	0	2011	1	1	0	0
1	Ler010	15	2	19	1	5	5	0	0	0	1	0	2011	0	0	1	1
1	Ler010	16	1	12,1	2	3	4	0	0	0	2	0	2011	0	0	1	1
1	Ler010	17	1	20	1	4	4	0	0	0	1	0	2011	0	0	1	1
1	Ler010	18	3	25,1	6	2,33333333	4	8	5	0	1	1	2011	0,83333333	0,83333333	0,16666667	0,16666667
1	Ler010	19	2	23,2	2	2	3	5	1	1	1	1	2011	0,5	0,5	0,5	0,5
1	Ler010	20	2	28,1	2	3	4	9	2	0	0	1	2011	1	1	0	0
1	Ler010	21	2	21,5	2	2,5	3	0	1	0	1	0	2011	0,5	0,5	0,5	0,5
1	Ler010	22	2	22	2	2,5	4	0	0	2	1	0	2011	0	0	0,5	0,5
1	Ler010	23	2	22,2	1	2	2	0	0	0	1	0	2011	0	0	1	1
1	Ler010	24	2	26,6	2	3	4	8	2	1	0	1	2011	1	1	0	0
1	Ler010	25	3	30	3	2,66666667	4	0	3	0	0	0	2011	1	1	0	0
1	Ler010	26	1	20,1	3	2	3	0	2	0	1	0	2011	0,66666667	0,66666667	0,33333333	0,33333333
1	Ler010	27	1	21,5	3	2,33333333	4	0	1	0	2	0	2011	0,33333333	0,33333333	0,66666667	0,66666667
1	Ler010	28	1	23,6	4	2,5	4	4	4	0	0	1	2011	1	1	0	0
1	Ler010	29	1	25,3	6	1,66666667	3	2	3	0	3	1	2011	0,5	0,5	0,5	0,5
1	Ler010	30	1	28	2	2	3	0	1	0	1	0	2011	0,5	0,5	0,5	0,5
1	Ler010	31	2	22,2	2	2,5	3	4	1	0	1	1	2011	0,5	0,5	0,5	0,5
1	Ler010	32	3	24,1	3	4	5	15	1	1	1	1	2011	0,33333333	0,33333333	0,33333333	0,33333333
1	Ler010	33	1	23	5	3,4	5	8	3	1	1	1	2011	0,6	0,6	0,2	0,2
1	Ler010	34	1	20,1	1	3	3	1	1	0	0	1	2011	1	1	0	0
1	Ler010	35	4	30,3	7	2,71428571	4	18	5	1	1	1	2011	0,71428571	0,71428571	0,14285714	0,14285714
1	Ler010	36	3	27,2	3	2	3	6	1	2	0	1	2011	0,33333333	0,33333333	0	0
1	Ler010	37	5	21,5	2	3	4	10	1	1	0	1	2011	0,5	0,5	0	0
1	Ler010	38	7	23,2	3	3,66666667	5	15	3	0	0	1	2011	1	1	0	0
1	Ler010	39	4	13	1	4	4	0	0	0	1	0	2011	0	0	1	1
1	Ler010	40	3	27,3	3	3,33333333	5	17	3	0	0	1	2011	1	1	0	0
1	Ler010	41	1	28,2	4	2,75	5	16	2	2	0	1	2011	0,5	0,5	0	0
1	Ler010	42	2	28	6	3	5	13	3	1	2	1	2011	0,5	0,5	0,33333333	0,33333333
1	Ler010	43	3	20,2	2	3,5	5	0	1	0	1	0	2011	0,5	0,5	0,5	0,5
1	Ler010	44	2	27	2	3,5	4	14	2	0	0	1	2011	1	1	0	0
1	Ler010	45	3	30	6	4,16666667	5	25	6	0	0	1	2011	1	1	0	0
1	Ler010	46	3	27,4	6	3,66666667	5	0	1	0	5	0	2011	0,16666667	0,16666667	0,83333333	0,83333333
1	Ler010	47	2	37,7	6	1,66666667	3	0	1	1	4	0	2011	0,16666667	0,16666667	0,66666667	0,66666667
1	Ler010	48	2	23,7	5	3,2	5	0	2	0	3	0	2011	0,4	0,4	0,6	0,6
1	Ler010	49	4	30,3	3	2	3	7	3	0	0	1	2011	1	1	0	0
1	Ler010	50	1	23,2	1	1	1	0	1	0	0	0	2011	1	1	0	0
1	Ler010	51	3	29,4	4	2,25	4	4	2	0	2	1	2011	0,5	0,5	0,5	0,5
1	Ler010	52	2	30,5	2	2	3	0	2	0	0	0	2011	1	1	0	0
1	Ler010	53	1	34,6	4	3	4	0	0	1	3	0	2011	0	0	0,75	0,75
1	Ler010	54	3	33,1	4	2,5	4	0	2	1	0	0	2011	0,5	0,5	0	0
1	Ler010	55	3	28,3	2	1,5	2	0	1	1	0	0	2011	0,5	0,5	0	0
1	Ler010	56	4	30,2	1	2	2	0	0	0	0	0	2011	0	0	0	0
1	Ler010	57	1	32	3	1,33333333	2	0	2	0	0	0	2011	0,66666667	0,66666667	0	0
1	Ler010	58	2	38,2	7	2,14285714	3	0	3	3	3	0	2011	0,42857143	0,42857143	0,42857143	0,42857143
1	Ler010	59	1	33,5	3	1,66666667	3	0	1	2	0	0	2011	0,33333333	0,33333333	0	0
1	Ler010	60	3	35	2	3	4	0	0	0	2	0	2011	0	0	1	1
1	Ler010	61	2	22,7	4	3,75	5	0	2	0	2	0	2011	0,5	0,5	0,5	0,5
1	Ler010	62	6	20,3	4	2,75	4	11	4	0	0	1	2011	1	1	0	0
1	Ler010	63	1	25,8	2	3	4	5	2	0	0	1	2011	1	1	0	0
1	Ler010	64	2	29	4	2,25	3	8	3	0	1	1	2011	0,75	0,75	0,25	0,25
1	Ler010	65	1	15	1	4	4	0	0	0	1	0	2011	0	0	1	1
1	Ler010	66	1	19,7	1	2	2	0	0	0	1	0	2011	0	0	1	1
1	Ler010	67	4	24,6	1	2	2	2	1	0	0	1	2011	1	1	0	0
1	Ler010	68	1	23	3	2,33333333	4	0	1	1	1	0	2011	0,33333333	0,33333333	0,33333333	0,33333333
1	Ler010	69	2	17,2	3	1,33333333	2	5	1	2	0	1	2011	0,33333333	0,33333333	0	0
1	Ler010	70	1	21	2	1,5	2	0	1	0	1	0	2011	0,5	0,5	0,5	0,5
1	Ler010	71	2	24,3	3	2,33333333	4	0	2	0	1	0	2011	0,66666667	0,66666667	0,33333333	0,33333333
1	Ler010	72	1	17,5	1	2	2	0	0	0	1	0	2011	0	0	1	1
1	Ler010	73	125,1	NA	5	2,2	3	8	4	0	1	1	2011	0,8	0,8	0,2	0,2
1	Ler010	74	3	28,5	3	4,33333333	5	12	4	0	1	1	2011	1,33333333	1	0,33333333	0,33333333
1	Ler010	75	2	18,2	3	3	5	5	2	0	1	1	2011	0,66666667	0,66666667	0,33333333	0,33333333
1	Ler010	76	1	21	2	3	4	3	1	0	1	1	2011	0,5	0,5	0,5	0,5
1	Ler010	77	5	13,9	1	3	3	0	0	0	1	0	2011	0	0	1	1
1	Ler010	78	1	21,6	2	2,5	3	3	2	0	0	1	2011	1	1	0	0
1	Ler010	79	3	16,3	1	3	3	0	0	0	1	0	2011	0	0	1	1
1	Ler010	80	2	22,4	3	1,66666667	2	6	1	1	1	1	2011	0,33333333	0,33333333	0,33333333	0,33333333
1	Ler010	81	3	13,7	1	2	2	2	1	0	0	1	2011	1	1	0	0
1	Ler010	82	2	22,6	2	3	4	16	2	0	0	1	2011	1	1	0	0
1	Ler010	83	1	19	1	2	2	0	0	0	1	0	2011	0	0	1	1
1	Ler010	84	4	14	1	2	2	5	1	0	0	1	2011	1	1	0	0
1	Ler010	85	3	17,2	1	3	3	1	1	0	0	1	2011	1	1	0	0
1	Ler010	86	2	12,1	3	2,66666667	4	14	3	0	0	1	2011	1	1	0	0
1	Ler010	87	9	14,1	1	4	4	11	1	0	0	1	2011	1	1	0	0
1	Ler010	88	2	18,6	1	2	2	0	0	0	1	0	2011	0	0	1	1
1	Ler010	89	2	20,2	3	4	5	0	3	0	0	0	2011	1	1	0	0
1	Ler010	90	2	23,7	2	2,5	3	2	2	0	0	1	2011	1	1	0	0
1	Ler010	91	2	20,2	4	2	4	7	2	1	1	1	2011	0,5	0,5	0,25	0,25
1	Ler010	92	2	23,8	4	2,25	4	18	3	2	0	1	2011	0,75	0,75	0	0
1	Ler010	93	1	18,6	3	3,33333333	5	3	2	1	0	1	2011	0,66666667	0,66666667	0	0
1	Ler010	94	5	22	3	2,66666667	4	9	3	0	0	1	2011	1	1	0	0
1	Ler010	95	1	33	6	3,5	5	23	4	1	1	1	2011	0,66666667	0,66666667	0,16666667	0,16666667
1	Ler010	96	3	19	3	4	5	4	2	0	1	1	2011	0,66666667	0,66666667	0,33333333	0,33333333
1	Ler010	97	3	22	4	3,75	5	20	3	0	1	1	2011	0,75	0,75	0,25	0,25
1	Ler010	98	1	28,3	3	2	3	4	3	0	0	1	2011	1	1	0	0
1	Ler010	99	1	24	1	1	1	0	0	0	1	0	2011	0	0	1	1
1	Ler010	100	5	20,6	2	4	5	3	2	0	0	1	2011	1	1	0	0
1	Par003	1	3	15,5	1	1	1	0	0	1	0	0	2011	0	0	0	0
1	Par003	2	1	28	2	2,5	4	25	1	1	0	1	2011	0,5	0,5	0	0
1	Par003	3	2	21,3	1	4	4	29	1	0	0	1	2011	1	1	0	0
1	Par003	4	1	20,7	1	4	4	5	1	0	0	1	2011	1	1	0	0
1	Par003	5	2	20,5	1	1	1	0	0	0	1	0	2011	0	0	1	1
1	Par003	6	3	19,5	1	1	1	0	0	0	1	0	2011	0	0	1	1
1	Par003	7	3	21,2	1	5	5	8	1	0	0	1	2011	1	1	0	0
1	Par003	8	2	26,2	1	4	4	24	1	0	0	1	2011	1	1	0	0
1	Par003	9	2	19	1	3	3	0	0	0	1	0	2011	0	0	1	1
1	Par003	10	2	27,2	1	3	3	4	1	0	0	1	2011	1	1	0	0
1	Par003	11	2	17,5	1	1	1	12	1	0	0	1	2011	1	1	0	0
1	Par003	12	1	17,9	2	2,5	4	24	1	1	0	1	2011	0,5	0,5	0	0
1	Par003	13	1	15	1	1	1	0	0	0	1	0	2011	0	0	1	1
1	Par003	14	3	14,2	1	3	3	15	1	0	0	1	2011	1	1	0	0
1	Par003	15	1	14,5	1	1	1	0	0	0	1	0	2011	0	0	1	1
1	Par003	16	1	21,6	1	1	1	0	0	0	1	0	2011	0	0	1	1
1	Par003	17	3	39	9	2,55555556	5	62	5	4	0	1	2011	0,55555556	0,55555556	0	0
1	Par003	18	3	24,4	2	2,5	4	38	1	1	0	1	2011	0,5	0,5	0	0
1	Par003	19	1	22,5	2	2	3	26	1	1	0	1	2011	0,5	0,5	0	0
1	Par003	20	1	36,7	3	1,66666667	3	14	3	0	0	1	2011	1	1	0	0
1	Par003	21	4	26	2	3	5	55	1	1	0	1	2011	0,5	0,5	0	0
1	Par003	22	1	23,5	1	4	4	36	1	0	0	1	2011	1	1	0	0
1	Par003	23	2	29,2	1	4	4	41	1	0	0	1	2011	1	1	0	0
1	Par003	24	1	28,2	2	1,5	2	3	1	0	1	1	2011	0,5	0,5	0,5	0,5
1	Par003	25	1	31	2	1,5	2	8	1	1	0	1	2011	0,5	0,5	0	0
1	Par003	26	1	23	2	1	1	7	1	1	0	1	2011	0,5	0,5	0	0
1	Par003	27	1	22	1	1	1	6	0	0	0	1	2011	0	0	0	0
1	Par003	28	1	23,4	2	1,5	2	9	1	1	0	1	2011	0,5	0,5	0	0
1	Par003	29	1	24	1	2	2	42	0	1	0	1	2011	0	0	0	0
1	Par003	30	1	17,8	1	1	1	1	0	1	0	1	2011	0	0	0	0
1	Par003	31	2	20,3	1	3	3	30	1	0	0	1	2011	1	1	0	0
1	Par003	32	3	30,5	8	1,75	3	120	1	7	0	1	2011	0,125	0,125	0	0
1	Par003	33	1	12,7	1	3	3	0	0	0	1	0	2011	0	0	1	1
1	Par003	34	3	23	1	4	4	12	1	0	0	1	2011	1	1	0	0
1	Par003	35	2	20,1	1	4	4	4	1	0	0	1	2011	1	1	0	0
1	Par003	36	1	19,6	2	1,5	2	46	1	1	0	1	2011	0,5	0,5	0	0
1	Par003	37	1	25,6	3	1,66666667	3	60	1	2	0	1	2011	0,33333333	0,33333333	0	0
1	Par003	38	4	18,7	1	1	1	0	0	0	1	0	2011	0	0	1	1
1	Par003	39	2	19,1	1	2	2	0	0	0	1	0	2011	0	0	1	1
