predator	LokalID	Individ	n_shoots	h_shoot	n_fl	phen_index	most_adv	n_eggs	n_pred_all	n_aborted_all	n_intact_fruits	attack	year	prop_pred	prop_pred_c	prop_int_fr	prop_int_fr_c
1	Her005	34	1	12,1	1	1	1	0	1	0	0	0	2010	1	1	0	0
1	Her005	35	4	17,4	3	1,66666667	3	0	3	0	0	0	2010	1	1	0	0
1	Her005	36	2	14,6	1	2	2	0	0	0	1	0	2010	0	0	1	1
1	Her005	37	3	23,2	3	1,33333333	2	0	1	0	2	0	2010	0,33333333	0,33333333	0,66666667	0,66666667
1	Her005	38	1	16,1	3	1,33333333	2	0	1	0	1	0	2010	0,33333333	0,33333333	0,33333333	0,33333333
1	Her005	39	1	12,1	1	1	1	0	0	0	1	0	2010	0	0	1	1
1	Her005	40	1	14,6	1	2	2	0	0	0	1	0	2010	0	0	1	1
1	Her005	41	4	26,7	4	2,25	4	1	3	0	1	1	2010	0,75	0,75	0,25	0,25
1	Her005	42	3	20,5	4	1,25	2	0	3	0	1	0	2010	0,75	0,75	0,25	0,25
1	Her005	43	2	16	2	1,5	2	0	1	0	1	0	2010	0,5	0,5	0,5	0,5
1	Her005	44	5	14,3	1	4	4	0	1	0	0	0	2010	1	1	0	0
1	Her005	45	3	12,5	1	2	2	0	1	0	0	0	2010	1	1	0	0
1	Her005	46	2	16,2	1	2	2	0	1	0	0	0	2010	1	1	0	0
1	Her005	47	2	19	3	1,33333333	2	0	1	0	2	0	2010	0,33333333	0,33333333	0,66666667	0,66666667
1	Her005	48	2	12,9	1	2	2	0	1	0	0	0	2010	1	1	0	0
1	Her005	49	3	19,9	5	3	5	2	6	0	0	1	2010	1,2	1	0	0
1	Her005	50	3	16,6	1	2	2	0	0	0	1	0	2010	0	0	1	1
1	Her005	51	3	22,5	2	3,5	4	3	1	0	1	1	2010	0,5	0,5	0,5	0,5
1	Her005	52	2	16	1	2	2	0	1	0	0	0	2010	1	1	0	0
1	Her005	53	1	26,4	9	3,66666667	5	7	9	0	0	1	2010	1	1	0	0
1	Her005	54	2	16,2	2	1,5	2	0	0	0	2	0	2010	0	0	1	1
1	Her005	55	3	18,2	6	3	5	9	6	0	1	1	2010	1	1	0,16666667	0,16666667
1	Her005	56	4	26	3	3,33333333	5	1	3	0	0	1	2010	1	1	0	0
1	Her005	57	3	30,9	5	3,6	5	4	4	0	1	1	2010	0,8	0,8	0,2	0,2
1	Her005	58	3	16,4	2	2,5	4	0	1	0	0	0	2010	0,5	0,5	0	0
1	Her005	59	2	24,5	3	2	3	3	2	0	1	1	2010	0,66666667	0,66666667	0,33333333	0,33333333
1	Her005	60	4	20,6	2	1,5	2	0	1	0	1	0	2010	0,5	0,5	0,5	0,5
1	Her005	61	4	27,5	4	4	5	5	4	0	0	1	2010	1	1	0	0
1	Her005	62	10	24,1	3	3,66666667	5	4	2	0	1	1	2010	0,66666667	0,66666667	0,33333333	0,33333333
1	Her005	63	3	23,6	2	1,5	2	0	0	0	2	0	2010	0	0	1	1
1	Her005	64	1	26,1	2	2	3	0	1	0	1	0	2010	0,5	0,5	0,5	0,5
1	Her005	65	8	27,5	4	3,25	5	0	1	0	1	0	2010	0,25	0,25	0,25	0,25
1	Her005	66	5	27,4	3	2,66666667	4	0	3	0	0	0	2010	1	1	0	0
1	Her005	67	4	24	2	3	4	0	2	0	0	0	2010	1	1	0	0
1	Her005	68	1	19,1	1	3	3	2	1	0	0	1	2010	1	1	0	0
1	Her005	69	3	21,9	3	2,66666667	5	0	1	0	0	0	2010	0,33333333	0,33333333	0	0
1	Her005	70	3	25,8	3	1,33333333	2	0	1	0	2	0	2010	0,33333333	0,33333333	0,66666667	0,66666667
1	Her005	71	4	26,2	3	3	5	7	3	0	0	1	2010	1	1	0	0
1	Her005	72	6	27,6	3	1,33333333	2	0	2	0	1	0	2010	0,66666667	0,66666667	0,33333333	0,33333333
1	Her005	73	1	25	2	2,5	3	0	1	0	1	0	2010	0,5	0,5	0,5	0,5
1	Her005	74	2	31,1	3	2,33333333	3	0	2	0	1	0	2010	0,66666667	0,66666667	0,33333333	0,33333333
1	Her005	75	4	26,4	3	2,33333333	3	0	3	0	0	0	2010	1	1	0	0
1	Her005	76	1	26	3	2	2	0	2	0	1	0	2010	0,66666667	0,66666667	0,33333333	0,33333333
1	Her005	77	4	26,1	3	2,33333333	3	0	2	0	1	0	2010	0,66666667	0,66666667	0,33333333	0,33333333
1	Her005	78	2	28,5	5	1,8	3	2	1	0	4	1	2010	0,2	0,2	0,8	0,8
1	Her005	79	1	28	4	1,75	2	4	5	0	0	1	2010	1,25	1	0	0
1	Her005	80	2	21,4	1	1	1	0	1	0	0	0	2010	1	1	0	0
1	Her005	81	5	25,8	3	2	3	0	2	0	1	0	2010	0,66666667	0,66666667	0,33333333	0,33333333
1	Her005	82	2	22,7	3	1,33333333	2	0	0	0	3	0	2010	0	0	1	1
1	Her005	83	14	27,8	2	1,5	2	1	2	1	0	1	2010	1	1	0	0
1	Her005	84	2	24,9	1	3	3	0	1	0	0	0	2010	1	1	0	0
1	Her005	85	4	23,1	2	1,5	2	0	1	0	1	0	2010	0,5	0,5	0,5	0,5
1	Her005	86	7	32,6	4	3	5	0	2	0	1	0	2010	0,5	0,5	0,25	0,25
1	Her005	87	2	34	3	1,33333333	2	0	4	0	0	0	2010	1,33333333	1	0	0
1	Her005	88	12	22,3	1	3	3	0	1	0	0	0	2010	1	1	0	0
1	Her005	89	3	27,1	3	2,66666667	3	4	3	0	0	1	2010	1	1	0	0
1	Her005	90	4	36	5	3	4	0	4	0	0	0	2010	0,8	0,8	0	0
1	Her005	91	2	20,9	4	4,75	5	0	4	0	0	0	2010	1	1	0	0
1	Her005	92	2	23,4	1	2	2	2	1	1	0	1	2010	1	1	0	0
1	Her005	93	5	30	3	2	3	1	1	0	2	1	2010	0,33333333	0,33333333	0,66666667	0,66666667
1	Her005	94	3	24,9	2	2,5	3	0	2	0	0	0	2010	1	1	0	0
1	Her005	95	3	30,2	4	2,75	5	0	3	0	0	0	2010	0,75	0,75	0	0
1	Her005	96	3	21,2	3	2	3	0	1	0	1	0	2010	0,33333333	0,33333333	0,33333333	0,33333333
1	Her005	97	8	26	3	2,33333333	3	2	3	0	1	1	2010	1	1	0,33333333	0,33333333
1	Her005	98	7	21,6	2	3	4	3	1	0	1	1	2010	0,5	0,5	0,5	0,5
1	Her005	99	2	27,1	3	2,33333333	3	0	2	0	0	0	2010	0,66666667	0,66666667	0	0
1	Her005	100	6	27	5	3	5	5	3	0	2	1	2010	0,6	0,6	0,4	0,4
1	Ler010	1	2	15,1	1	3	3	0	1	0	0	0	2010	1	1	0	0
1	Ler010	2	3	22,5	3	2,33333333	4	7	2	0	1	1	2010	0,66666667	0,66666667	0,33333333	0,33333333
1	Ler010	3	1	16,1	1	2	2	0	0	0	1	0	2010	0	0	1	1
1	Ler010	4	3	21,3	3	2,66666667	5	0	1	0	1	0	2010	0,33333333	0,33333333	0,33333333	0,33333333
1	Ler010	5	2	21,5	2	1,5	2	14	1	0	1	1	2010	0,5	0,5	0,5	0,5
1	Ler010	6	2	22,3	2	1,5	2	0	1	0	1	0	2010	0,5	0,5	0,5	0,5
1	Ler010	7	1	22	3	2,66666667	4	3	3	0	0	1	2010	1	1	0	0
1	Ler010	8	2	14,5	2	1	1	2	0	0	1	1	2010	0	0	0,5	0,5
1	Ler010	9	3	17,1	1	4	4	0	1	0	0	0	2010	1	1	0	0
1	Ler010	10	4	24,9	3	3	5	7	3	0	0	1	2010	1	1	0	0
1	Ler010	11	2	27,2	3	3	5	0	1	0	1	0	2010	0,33333333	0,33333333	0,33333333	0,33333333
1	Ler010	12	4	28,2	1	4	4	8	1	0	0	1	2010	1	1	0	0
1	Ler010	13	4	25,2	4	2,5	4	14	4	0	0	1	2010	1	1	0	0
1	Ler010	14	4	26	3	2	3	8	2	0	0	1	2010	0,66666667	0,66666667	0	0
1	Ler010	15	3	29,7	4	2,5	4	1	3	0	0	1	2010	0,75	0,75	0	0
1	Ler010	16	3	21,3	2	3	4	5	2	0	0	1	2010	1	1	0	0
1	Ler010	17	3	25,3	3	3,33333333	6	22	3	0	0	1	2010	1	1	0	0
1	Ler010	18	1	21,2	2	3,5	5	0	1	0	1	0	2010	0,5	0,5	0,5	0,5
1	Ler010	19	3	31,2	5	1,8	2	7	4	0	1	1	2010	0,8	0,8	0,2	0,2
1	Ler010	20	3	19,8	1	5	5	0	1	0	0	0	2010	1	1	0	0
1	Ler010	21	3	12,8	1	5	5	2	1	0	0	1	2010	1	1	0	0
1	Ler010	22	1	24,3	2	2	3	0	2	0	0	0	2010	1	1	0	0
1	Ler010	23	1	16,2	1	3	3	0	1	0	0	0	2010	1	1	0	0
1	Ler010	24	3	25	2	4	5	0	2	0	0	0	2010	1	1	0	0
1	Ler010	25	2	37	5	1,6	3	3	4	0	1	1	2010	0,8	0,8	0,2	0,2
1	Ler010	26	2	18,7	2	3	4	12	2	0	0	1	2010	1	1	0	0
1	Ler010	27	3	28,8	2	4,5	5	4	2	0	0	1	2010	1	1	0	0
1	Ler010	28	1	19,8	3	3,33333333	5	8	3	0	0	1	2010	1	1	0	0
1	Ler010	29	3	16	2	3,5	5	3	2	0	0	1	2010	1	1	0	0
1	Ler010	30	2	14,1	1	5	5	0	0	0	1	0	2010	0	0	1	1
1	Ler010	31	2	18,5	1	5	5	7	1	0	0	1	2010	1	1	0	0
1	Ler010	32	2	14,9	1	2	2	0	0	0	1	0	2010	0	0	1	1
1	Ler010	33	2	21,9	3	4,33333333	5	8	3	0	0	1	2010	1	1	0	0
1	Ler010	34	3	19	2	3,5	5	4	2	0	0	1	2010	1	1	0	0
1	Ler010	35	4	15,5	1	4	4	2	1	0	0	1	2010	1	1	0	0
1	Ler010	36	3	16,4	2	3,5	5	0	2	0	0	0	2010	1	1	0	0
1	Ler010	37	3	19,2	4	2,25	4	6	2	0	0	1	2010	0,5	0,5	0	0
1	Ler010	38	2	18,7	1	5	5	8	1	0	0	1	2010	1	1	0	0
1	Ler010	39	2	22,5	5	4,6	6	12	5	0	0	1	2010	1	1	0	0
1	Ler010	40	2	18,6	2	3	4	2	2	0	0	1	2010	1	1	0	0
1	Ler010	41	2	24,3	3	2,33333333	3	0	2	0	1	0	2010	0,66666667	0,66666667	0,33333333	0,33333333
1	Ler010	42	3	23,6	4	3,25	5	12	2	0	2	1	2010	0,5	0,5	0,5	0,5
1	Ler010	43	2	12	1	2	2	0	0	0	1	0	2010	0	0	1	1
1	Ler010	44	3	20,2	2	4	5	1	0	0	2	1	2010	0	0	1	1
1	Ler010	45	4	15,6	2	1,5	2	4	2	0	0	1	2010	1	1	0	0
1	Ler010	46	2	19,1	3	2,33333333	4	2	3	0	0	1	2010	1	1	0	0
1	Ler010	47	2	12,7	2	3	4	2	2	0	0	1	2010	1	1	0	0
1	Ler010	48	2	15	1	3	3	3	1	0	0	1	2010	1	1	0	0
1	Ler010	49	2	17,8	3	2,33333333	4	2	1	0	2	1	2010	0,33333333	0,33333333	0,66666667	0,66666667
1	Ler010	50	1	28	3	2	4	6	2	0	1	1	2010	0,66666667	0,66666667	0,33333333	0,33333333
1	Ler010	51	5	19,7	1	4	4	2	1	0	0	1	2010	1	1	0	0
1	Ler010	52	5	19,4	1	5	5	0	1	0	0	0	2010	1	1	0	0
1	Ler010	53	2	17,7	3	3,33333333	5	5	3	0	0	1	2010	1	1	0	0
1	Ler010	54	2	18,3	4	3,5	5	14	2	0	0	1	2010	0,5	0,5	0	0
1	Ler010	55	2	12,3	1	1	1	0	0	0	0	0	2010	0	0	0	0
1	Ler010	56	1	24,3	3	2,33333333	4	0	1	0	1	0	2010	0,33333333	0,33333333	0,33333333	0,33333333
1	Ler010	57	2	27	1	4	4	0	1	0	0	0	2010	1	1	0	0
1	Ler010	58	1	17,8	2	3,5	5	5	0	0	1	1	2010	0	0	0,5	0,5
1	Ler010	59	2	9,9	1	3	3	1	1	0	0	1	2010	1	1	0	0
1	Ler010	60	2	11,9	1	3	3	3	1	0	0	1	2010	1	1	0	0
1	Ler010	61	4	17,3	3	2	4	4	3	0	0	1	2010	1	1	0	0
1	Ler010	62	2	24,6	1	4	4	3	1	0	0	1	2010	1	1	0	0
1	Ler010	63	1	23,4	2	4	5	0	1	0	1	0	2010	0,5	0,5	0,5	0,5
1	Ler010	64	8	14,6	1	3	3	0	1	0	0	0	2010	1	1	0	0
1	Ler010	65	2	14	1	1	1	0	1	0	0	0	2010	1	1	0	0
1	Ler010	66	2	17	1	5	5	2	1	0	0	1	2010	1	1	0	0
1	Ler010	67	3	27,9	1	3	3	0	1	0	0	0	2010	1	1	0	0
1	Ler010	68	2	19,5	3	3,33333333	5	5	2	0	1	1	2010	0,66666667	0,66666667	0,33333333	0,33333333
1	Ler010	69	2	26	3	1,33333333	2	4	3	0	0	1	2010	1	1	0	0
1	Ler010	70	4	17	1	4	4	0	1	0	0	0	2010	1	1	0	0
1	Ler010	71	3	15,6	1	3	3	0	1	0	0	0	2010	1	1	0	0
1	Ler010	72	2	16	1	2	2	0	0	0	1	0	2010	0	0	1	1
1	Ler010	73	7	29,8	2	4	5	4	2	0	0	1	2010	1	1	0	0
1	Ler010	74	1	28,1	2	2	3	0	0	0	2	0	2010	0	0	1	1
1	Ler010	75	2	17,2	1	2	2	0	0	0	1	0	2010	0	0	1	1
1	Ler010	76	1	25,7	3	3	5	7	3	0	0	1	2010	1	1	0	0
1	Ler010	77	2	34,3	5	2,6	4	6	4	0	1	1	2010	0,8	0,8	0,2	0,2
1	Ler010	78	2	21,5	3	1,33333333	2	1	1	0	0	1	2010	0,33333333	0,33333333	0	0
1	Ler010	79	2	24,8	5	3	5	0	5	0	0	0	2010	1	1	0	0
1	Ler010	80	4	32,1	2	2,5	4	1	0	1	1	1	2010	0	0	0,5	0,5
1	Ler010	81	1	17,8	2	2	3	1	1	0	1	1	2010	0,5	0,5	0,5	0,5
1	Ler010	82	1	23,1	3	1,66666667	3	0	2	0	0	0	2010	0,66666667	0,66666667	0	0
1	Ler010	83	2	20,2	2	2,5	3	0	1	0	1	0	2010	0,5	0,5	0,5	0,5
1	Ler010	84	2	18,6	2	1,5	2	0	2	0	0	0	2010	1	1	0	0
1	Ler010	85	1	16	1	2	2	0	1	0	0	0	2010	1	1	0	0
1	Ler010	86	3	14,9	1	3	3	4	1	0	0	1	2010	1	1	0	0
1	Ler010	87	2	23,2	3	3,66666667	5	6	3	0	0	1	2010	1	1	0	0
1	Ler010	88	2	28,1	3	4	5	4	3	0	0	1	2010	1	1	0	0
1	Ler010	89	2	20,8	4	3,75	5	2	4	0	0	1	2010	1	1	0	0
1	Ler010	90	1	18,2	1	3	3	0	1	0	0	0	2010	1	1	0	0
1	Ler010	91	3	28,7	7	3,14285714	5	6	4	0	3	1	2010	0,57142857	0,57142857	0,42857143	0,42857143
1	Ler010	92	2	22,8	1	5	5	0	1	0	0	0	2010	1	1	0	0
1	Ler010	93	2	26,2	3	3,66666667	5	0	1	0	2	0	2010	0,33333333	0,33333333	0,66666667	0,66666667
1	Ler010	94	2	21,8	3	3	4	6	1	0	2	1	2010	0,33333333	0,33333333	0,66666667	0,66666667
1	Ler010	95	2	24	3	3	4	8	2	0	0	1	2010	0,66666667	0,66666667	0	0
1	Ler010	96	3	17	2	3	4	4	2	0	0	1	2010	1	1	0	0
1	Ler010	97	2	16,5	2	1	1	2	2	0	0	1	2010	1	1	0	0
1	Ler010	98	4	17,7	3	1,33333333	2	1	3	0	0	1	2010	1	1	0	0
1	Ler010	99	1	20,5	3	3	4	0	2	0	1	0	2010	0,66666667	0,66666667	0,33333333	0,33333333
1	Ler010	100	2	32,6	3	3,66666667	5	0	3	0	0	0	2010	1	1	0	0
0	Mar001	1	2	40,6	5	1,2	2	0	0	2	3	0	2010	0	0	0,6	0,6
0	Mar001	2	4	14,8	1	1	1	0	1	0	0	0	2010	1	1	0	0
0	Mar001	3	3	12,4	1	1	1	0	1	0	0	0	2010	1	1	0	0
0	Mar001	4	1	25,7	2	1	1	0	1	0	0	0	2010	0,5	0,5	0	0
0	Mar001	5	2	19,4	1	1	1	0	0	0	0	0	2010	0	0	0	0
0	Mar001	6	4	17,2	1	1	1	0	1	0	0	0	2010	1	1	0	0
0	Mar001	7	2	15,5	1	1	1	0	0	0	0	0	2010	0	0	0	0
0	Mar001	8	2	29,5	1	3	3	0	0	0	1	0	2010	0	0	1	1
0	Mar001	9	3	29	1	2	2	0	0	0	1	0	2010	0	0	1	1
0	Mar001	10	1	31,2	1	3	3	0	0	0	1	0	2010	0	0	1	1
0	Mar001	11	2	22,1	1	1	1	0	1	0	0	0	2010	1	1	0	0
0	Mar001	12	4	20,2	1	2	2	0	1	0	0	0	2010	1	1	0	0
0	Mar001	13	1	16,7	1	1	1	0	1	0	0	0	2010	1	1	0	0
0	Mar001	14	4	22,2	1	2	2	0	1	0	0	0	2010	1	1	0	0
0	Mar001	15	3	19,5	1	1	1	0	1	0	0	0	2010	1	1	0	0
0	Mar001	16	3	22,2	1	1	1	0	1	0	0	0	2010	1	1	0	0
0	Mar001	17	2	18,5	1	1	1	0	0	0	0	0	2010	0	0	0	0
0	Mar001	18	1	24,9	1	1	1	0	1	0	0	0	2010	1	1	0	0
0	Mar001	19	2	28,5	2	1,5	2	0	2	0	0	0	2010	1	1	0	0
0	Mar001	20	2	22,3	1	2	2	0	0	0	1	0	2010	0	0	1	1
0	Mar001	21	2	16,7	1	1	1	0	1	0	0	0	2010	1	1	0	0
0	Mar001	22	2	23	1	1	1	0	0	0	1	0	2010	0	0	1	1
0	Mar001	23	2	20	1	1	1	0	0	0	1	0	2010	0	0	1	1
0	Mar001	24	3	19,2	1	2	2	0	1	0	0	0	2010	1	1	0	0
0	Mar001	25	3	24	1	1	1	0	1	0	0	0	2010	1	1	0	0
0	Mar001	26	2	10,5	1	1	1	0	1	0	0	0	2010	1	1	0	0
0	Mar001	27	1	19	1	2	2	0	1	0	0	0	2010	1	1	0	0
0	Mar001	28	2	15,4	1	2	2	0	1	0	0	0	2010	1	1	0	0
0	Mar001	29	3	17,2	1	1	1	0	0	0	1	0	2010	0	0	1	1
0	Mar001	30	3	12,3	1	1	1	0	1	0	0	0	2010	1	1	0	0
0	Mar001	31	6	22,5	1	3	3	0	1	0	0	0	2010	1	1	0	0
0	Mar001	32	3	14,3	1	1	1	0	1	0	0	0	2010	1	1	0	0
0	Mar001	33	1	12,8	1	1	1	0	0	1	0	0	2010	0	0	0	0
0	Mar001	34	6	19,2	1	3	3	0	2	0	0	0	2010	2	1	0	0
0	Mar001	35	2	20	1	1	1	0	1	0	0	0	2010	1	1	0	0
0	Mar001	36	4	17,6	1	1	1	0	1	0	0	0	2010	1	1	0	0
0	Mar001	37	3	17,2	1	1	1	0	1	0	0	0	2010	1	1	0	0
0	Mar001	38	1	14,2	1	1	1	0	1	0	0	0	2010	1	1	0	0
0	Mar001	39	2	15	1	1	1	0	1	0	0	0	2010	1	1	0	0
0	Mar001	40	2	15,8	1	1	1	0	1	0	0	0	2010	1	1	0	0
0	Mar001	41	3	12,9	1	2	2	0	1	0	0	0	2010	1	1	0	0
0	Mar001	42	3	23,7	1	2	2	0	0	0	1	0	2010	0	0	1	1
0	Mar001	43	2	33,5	2	2,5	3	0	0	0	2	0	2010	0	0	1	1
0	Mar001	44	1	30,5	1	2	2	0	0	0	1	0	2010	0	0	1	1
0	Mar001	45	2	24,3	1	1	1	0	1	0	0	0	2010	1	1	0	0
0	Mar001	46	3	26,2	1	2	2	0	0	0	1	0	2010	0	0	1	1
0	Mar001	47	1	37,1	3	2,33333333	3	0	1	0	2	0	2010	0,33333333	0,33333333	0,66666667	0,66666667
0	Mar001	48	2	40,4	4	2,5	4	0	1	0	3	0	2010	0,25	0,25	0,75	0,75
0	Mar001	49	2	21,7	1	1	1	0	1	0	0	0	2010	1	1	0	0
0	Mar001	50	1	18,4	1	1	1	0	1	0	0	0	2010	1	1	0	0
0	Mar001	51	2	32,2	2	2,5	3	0	0	0	2	0	2010	0	0	1	1
0	Mar001	52	3	24,5	1	1	1	0	0	0	1	0	2010	0	0	1	1
0	Mar001	53	2	27,5	1	2	2	0	0	0	1	0	2010	0	0	1	1
0	Mar001	54	2	19,2	1	2	2	0	1	0	0	0	2010	1	1	0	0
0	Mar001	55	3	20,3	1	2	2	0	0	0	1	0	2010	0	0	1	1
0	Mar001	56	6	17,2	1	1	1	0	1	0	0	0	2010	1	1	0	0
0	Mar001	57	1	24,2	1	2	2	0	1	0	0	0	2010	1	1	0	0
0	Mar001	58	1	18,9	1	1	1	0	1	0	0	0	2010	1	1	0	0
0	Mar001	59	1	21,2	1	2	2	0	1	0	0	0	2010	1	1	0	0
0	Mar001	60	1	19	1	1	1	0	1	0	0	0	2010	1	1	0	0
0	Mar001	61	2	22,2	1	2	2	0	1	0	0	0	2010	1	1	0	0
0	Mar001	62	5	26,6	1	2	2	0	0	0	1	0	2010	0	0	1	1
0	Mar001	63	2	20	1	1	1	0	0	0	1	0	2010	0	0	1	1
0	Mar001	64	1	25,8	1	1	1	0	0	0	1	0	2010	0	0	1	1
0	Mar001	65	2	25,3	1	2	2	0	1	0	0	0	2010	1	1	0	0
0	Mar001	66	3	23,3	1	1	1	0	1	0	0	0	2010	1	1	0	0
0	Mar001	67	1	21	1	1	1	0	1	0	0	0	2010	1	1	0	0
0	Mar001	68	3	27	1	2	2	0	0	0	1	0	2010	0	0	1	1
0	Mar001	69	2	29,1	1	2	2	0	1	0	0	0	2010	1	1	0	0
0	Mar001	70	2	21,7	1	2	2	0	1	0	0	0	2010	1	1	0	0
0	Mar001	71	4	22	1	3	3	0	0	0	1	0	2010	0	0	1	1
0	Mar001	72	1	35,5	2	1,5	2	0	1	0	1	0	2010	0,5	0,5	0,5	0,5
0	Mar001	73	1	26,5	2	1	1	0	1	0	0	0	2010	0,5	0,5	0	0
0	Mar001	74	1	25	1	1	1	0	1	0	0	0	2010	1	1	0	0
0	Mar001	75	1	37,7	3	2,33333333	3	0	2	0	1	0	2010	0,66666667	0,66666667	0,33333333	0,33333333
0	Mar001	76	4	34	3	1,33333333	2	0	1	0	2	0	2010	0,33333333	0,33333333	0,66666667	0,66666667
0	Mar001	77	3	32,8	3	3	4	0	1	0	2	0	2010	0,33333333	0,33333333	0,66666667	0,66666667
0	Mar001	78	3	30	3	2	3	0	0	0	2	0	2010	0	0	0,66666667	0,66666667
0	Mar001	79	1	30,3	2	2	3	0	0	0	1	0	2010	0	0	0,5	0,5
0	Mar001	80	2	38,3	1	2	2	0	0	0	0	0	2010	0	0	0	0
0	Mar001	81	2	38,3	1	2	2	0	0	0	0	0	2010	0	0	0	0
0	Mar001	82	1	14,8	1	1	1	0	1	0	0	0	2010	1	1	0	0
0	Mar001	83	2	9,2	1	1	1	0	0	0	0	0	2010	0	0	0	0
0	Mar001	84	2	10,1	1	1	1	0	1	0	0	0	2010	1	1	0	0
0	Mar001	85	3	19,9	2	1,5	2	0	1	0	1	0	2010	0,5	0,5	0,5	0,5
0	Mar001	86	2	11,2	1	2	2	0	1	0	0	0	2010	1	1	0	0
0	Mar001	87	1	15	1	1	1	0	1	0	0	0	2010	1	1	0	0
0	Mar001	88	2	20,2	2	2,5	3	0	1	0	0	0	2010	0,5	0,5	0	0
0	Mar001	89	1	17,2	1	2	2	0	1	0	0	0	2010	1	1	0	0
0	Mar001	90	2	22,8	2	1,5	2	0	2	0	0	0	2010	1	1	0	0
0	Mar001	91	2	17,1	1	3	3	0	0	0	1	0	2010	0	0	1	1
0	Mar001	92	2	14	1	2	2	0	1	0	0	0	2010	1	1	0	0
0	Mar001	93	7	16,2	1	3	3	0	0	0	1	0	2010	0	0	1	1
0	Mar001	94	7	15,7	1	1	1	0	1	0	0	0	2010	1	1	0	0
0	Mar001	95	2	14,5	1	1	1	0	1	0	0	0	2010	1	1	0	0
0	Mar001	96	8	11,2	1	1	1	0	1	0	0	0	2010	1	1	0	0
0	Mar001	97	7	24,6	4	2,75	5	0	0	0	4	0	2010	0	0	1	1
0	Mar001	98	2	17,7	1	3	3	0	0	0	1	0	2010	0	0	1	1
0	Mar001	99	2	19,5	1	2	2	0	1	0	0	0	2010	1	1	0	0
0	Mar001	100	12	29,1	3	2,66666667	4	0	0	1	2	0	2010	0	0	0,66666667	0,66666667
1	Par003	1	3	23,5	1	4	4	6	1	0	0	1	2010	1	1	0	0
1	Par003	2	1	24,5	4	1,75	3	1	1	0	1	1	2010	0,25	0,25	0,25	0,25
1	Par003	3	2	20,6	1	5	5	3	1	0	0	1	2010	1	1	0	0
1	Par003	4	3	24,3	3	2,66666667	4	24	2	0	0	1	2010	0,66666667	0,66666667	0	0
1	Par003	5	1	24,3	2	1,5	2	8	1	1	0	1	2010	0,5	0,5	0	0
1	Par003	6	1	19,6	1	2	2	0	0	0	1	0	2010	0	0	1	1
1	Par003	7	3	20,1	3	2,33333333	4	7	1	0	1	1	2010	0,33333333	0,33333333	0,33333333	0,33333333
1	Par003	8	1	24	2	3	4	6	2	0	0	1	2010	1	1	0	0
1	Par003	9	3	20,3	1	2	2	0	0	0	1	0	2010	0	0	1	1
1	Par003	10	1	26,7	2	2	3	14	1	0	0	1	2010	0,5	0,5	0	0
1	Par003	11	1	15,1	2	1	1	0	1	0	0	0	2010	0,5	0,5	0	0
1	Par003	12	2	33,2	2	2	2	1	1	0	0	1	2010	0,5	0,5	0	0
1	Par003	13	2	30,3	2	4	5	4	2	0	0	1	2010	1	1	0	0
1	Par003	14	1	23,3	1	2	2	0	0	0	1	0	2010	0	0	1	1
1	Par003	15	1	30,1	3	1,66666667	2	1	2	0	1	1	2010	0,66666667	0,66666667	0,33333333	0,33333333
1	Par003	16	1	33,6	2	1,5	2	2	1	0	1	1	2010	0,5	0,5	0,5	0,5
1	Par003	17	2	31,4	1	1	1	5	1	0	0	1	2010	1	1	0	0
1	Par003	18	1	32,4	4	1,5	3	3	4	0	0	1	2010	1	1	0	0
1	Par003	19	3	21,1	1	1	1	0	1	0	0	0	2010	1	1	0	0
1	Par003	20	2	26,1	1	1	1	0	0	0	1	0	2010	0	0	1	1
1	Par003	21	1	31	1	1	1	0	0	0	1	0	2010	0	0	1	1
1	Par003	22	5	32,1	1	4	4	0	1	0	0	0	2010	1	1	0	0
1	Par003	23	2	32,4	2	3	4	0	2	0	0	0	2010	1	1	0	0
1	Par003	24	1	32,6	2	1	1	2	1	0	1	1	2010	0,5	0,5	0,5	0,5
1	Par003	25	2	14,7	1	2	2	0	0	0	1	0	2010	0	0	1	1
1	Par003	26	2	30,1	2	1,5	2	0	1	0	1	0	2010	0,5	0,5	0,5	0,5
1	Par003	27	2	31,4	2	1,5	2	0	1	0	1	0	2010	0,5	0,5	0,5	0,5
1	Par003	28	2	30,7	2	2	2	9	3	0	0	1	2010	1,5	1	0	0
1	Par003	29	2	23	2	2	3	0	1	1	0	0	2010	0,5	0,5	0	0
1	Par003	30	1	23,7	1	2	2	0	1	0	0	0	2010	1	1	0	0
1	Par003	31	4	23,1	1	2	2	0	1	0	0	0	2010	1	1	0	0
1	Par003	32	2	26,2	1	2	2	0	0	0	1	0	2010	0	0	1	1
1	Par003	33	4	28,9	2	1,5	2	3	2	0	1	1	2010	1	1	0,5	0,5
1	Par003	34	1	29,7	2	2	3	4	2	0	0	1	2010	1	1	0	0
1	Par003	35	2	29	5	2	4	2	3	0	0	1	2010	0,6	0,6	0	0
1	Par003	36	2	26,2	1	2	2	0	1	0	0	0	2010	1	1	0	0
1	Par003	37	2	27,9	1	3	3	1	0	0	1	1	2010	0	0	1	1
1	Par003	38	2	17,8	1	3	3	0	1	0	0	0	2010	1	1	0	0
1	Par003	39	3	24,2	5	3	3	1	1	0	0	1	2010	0,2	0,2	0	0
