Predator	LokalID	Lokal	Individ	n_shoots	h_shoot	n_fl	phen_index	most_adv	n_intact_fruits
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	72	3	28,7	1	3	3	0
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	73	2	31,2	1	3	3	0
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	74	3	24,8	1	3	3	1
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	75	2	30,9	2	3	4	2
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	76	3	33,1	1	4	4	1
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	77	3	27	2	2	3	0
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	78	2	38	2	1,5	2	0
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	79	3	41	3	2,666666667	5	2
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	80	2	24,5	1	3	3	0
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	81	1	18	1	1	1	0
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	82	1	32,1	1	1	1	0
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	83	3	38,3	4	2,75	4	4
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	84	2	27,2	1	2	2	0
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	85	1	29,7	1	1	1	0
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	86	4	26,2	1	4	4	2
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	87	1	21,5	1	3	3	0
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	88	3	16,8	1	1	1	0
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	89	2	20	1	4	4	0
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	90	1	19,4	1	1	1	0
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	91	5	25,5	1	2	2	0
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	92	1	28,7	1	2	2	0
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	93	3	17,7	1	3	3	0
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	94	7	17,2	1	3	3	0
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	95	1	17,6	1	3	3	0
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	96	1	21	1	2	2	0
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	97	2	33	3	1,666666667	3	2
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	98	3	26,9	1	3	3	1
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	99	1	23,7	2	3	4	1
0	Tra001	400 m sydväst om BLÅBO. Strand, sjö (Marjebosjön)	100	5	41,5	4	2	3	0
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	1	2	29,5	5	1,8	3	3
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	2	4	29,1	8	2,25	4	6
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	3	2	25,5	8	2,625	3	6
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	4	6	27,6	5	2	4	0
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	5	2	31	9	2,444444444	5	3
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	6	1	35,5	11	2,090909091	4	2
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	7	3	32,5	7	2,714285714	5	6
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	8	8	32,1	4	2,25	3	4
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	9	3	32,1	5	2,2	3	4
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	10	2	30	13	2,307692308	5	3
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	11	2	23,2	2	2	3	1
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	12	1	22,8	1	1	1	0
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	13	1	25	4	2,25	4	3
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	14	2	31	3	2,666666667	4	2
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	15	2	25,2	9	2,444444444	5	1
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	16	3	31,6	3	1,333333333	2	1
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	17	3	27,5	1	4	4	1
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	18	8	29,2	5	2,6	5	0
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	19	4	2	6	2,5	5	2
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	20	2	31	7	2,285714286	4	5
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	21	7	28,6	4	3	5	3
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	22	2	31,2	5	3,4	5	5
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	23	2	24,9	7	2,285714286	5	5
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	24	3	25	4	1,5	3	0
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	25	2	26	3	3	5	2
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	26	4	20	6	2,5	5	5
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	27	4	29	3	2,333333333	4	1
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	28	4	24,1	1	4	4	1
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	29	6	26	5	2,6	5	5
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	30	4	24,1	1	5	5	1
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	31	3	29,1	3	2,666666667	5	1
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	32	4	30,5	9	3	5	6
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	33	4	21	7	2,285714286	3	0
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	34	5	34,5	7	2,714285714	4	7
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	35	6	29,5	5	3	5	4
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	36	3	23,2	2	2	3	1
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	37	2	26,3	3	1,666666667	3	2
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	38	4	23,2	5	1,8	5	1
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	39	22	28	4	2,5	4	4
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	40	2	26	4	3	5	1
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	41	2	34,6	6	1,833333333	3	4
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	42	5	28,7	4	2	4	2
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	43	3	26,2	4	2,25	3	4
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	44	7	27	3	2,333333333	4	2
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	45	1	24,2	1	4	4	1
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	46	15	31,9	6	2,666666667	4	3
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	47	4	25,2	4	2,25	3	2
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	48	2	24,5	6	3	4	3
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	49	2	25,2	2	1,5	2	1
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	50	9	29,3	5	2	3	5
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	51	5	30,2	7	3,142857143	5	7
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	52	1	19,7	3	2,666666667	5	2
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	53	2	28	7	2,857142857	5	5
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	54	6	28	3	2,333333333	3	3
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	55	3	23,6	3	2,666666667	5	0
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	56	10	24,5	3	2	4	1
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	57	3	25,2	4	1,75	4	2
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	58	3	32,6	6	1,833333333	3	3
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	59	3	32	4	1,75	3	2
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	60	7	24,7	3	1	1	2
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	61	3	26,1	2	2	3	2
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	62	2	28,2	1	1	1	1
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	63	8	26	2	1,5	2	1
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	64	5	24	5	2,4	4	2
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	65	3	23,5	9	4,111111111	5	8
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	66	2	24,6	2	2,5	3	2
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	67	1	19,5	1	1	1	0
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	68	4	26,1	5	3,2	5	4
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	69	3	28,6	3	2	3	1
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	70	4	23,1	4	2,25	3	0
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	71	2	28,5	6	2	4	0
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	72	4	14,7	1	2	2	0
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	73	3	27,5	3	2,333333333	3	0
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	74	3	25,2	2	1,5	2	0
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	75	8	25,2	2	2	2	0
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	76	2	20,8	2	2,5	3	0
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	77	2	14,6	1	2	2	0
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	78	1	14,4	1	2	2	1
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	79	2	13,5	1	3	3	0
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	80	3	11,5	1	2	2	0
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	81	2	21,6	1	2	2	0
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	82	3	19	1	4	4	1
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	83	2	25	1	2	2	1
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	84	2	18,5	1	2	2	1
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	85	2	20,4	2	2	3	1
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	86	6	19,2	2	4	5	1
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	87	3	18,5	1	3	3	0
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	88	3	25,2	2	2	3	0
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	89	2	21,2	1	2	2	0
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	90	1	10,9	1	1	1	0
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	91	2	20	3	2	3	1
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	92	4	15	2	2	3	1
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	93	1	18,1	1	2	2	0
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	94	3	20	3	1,666666667	3	0
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	95	4	14,5	1	2	2	0
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	96	1	10,3	1	2	2	0
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	97	2	14,3	3	2,666666667	4	1
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	98	4	24,3	4	3,5	5	2
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	99	3	23	5	2,4	5	2
0	Tra002	ALGUTSTORPASJÖN. Sjöstrand	100	3	14,1	1	3	3	1
