"Estimate"	"Std..Error"	"t.value"	"Pr...t.."	"sig"
"Sve013.n_fl"	0.16904571267564	0.313484741322023	0.539247020326232	0.627166007115343	""
"Sve013.n_shoots"	-0.0205000470584699	0.140551681657152	-0.145854157109807	0.893285504712901	""
"Sve013.h_shoot"	0.16112814910128	0.194992461624005	0.82633014506979	0.469203523082827	""
"Tra001.(Intercept)"	0.115672927011456	0.695998481681205	0.166197096769586	0.8745134001619	""
"Tra001.most_adv"	0.587008853303706	0.577122067453996	1.0171311866367	0.355755062026437	""
"Tra001.n_fl"	0.247343458086995	0.106805237415186	2.31583641470213	0.068407630918645	""
"Tra001.n_shoots"	0.00665105191721802	0.185356799782528	0.035882427431966	0.972764594020081	""
"Tra001.h_shoot"	-0.127624136596943	0.223708093638201	-0.570494051070623	0.593023041012509	""
"Tra002.(Intercept)"	0.557805813927675	0.723666541675926	0.770805034921005	0.475649132108621	""
"Tra002.most_adv"	0.427155625627388	0.819770284864593	0.521067466720807	0.624565924692051	""
"Tra002.n_fl"	-0.260190900337547	0.537021631450802	-0.484507299332846	0.648504244053004	""
"Tra002.n_shoots"	-0.0844463561888202	0.839205843147928	-0.100626511216909	0.923757345787015	""
"Tra002.h_shoot"	0.62620558576885	0.881424408673818	0.710447293728832	0.509181080590208	""
"Vår004.(Intercept)"	1.18197439704537	0.451866836427994	2.61575823175888	0.0240096289770281	"*"
"Vår004.most_adv"	-0.652974616459281	0.527253584949845	-1.23844509567705	0.241329371998533	""
"Vår004.n_fl"	0.465409549517778	0.597514144426197	0.778909677468337	0.452464054685052	""
"Vår004.n_shoots"	-0.284855781139707	0.412930495456375	-0.689839535403849	0.504588526794876	""
"Vår004.h_shoot"	-0.118942923519274	0.48468708514931	-0.245401470688317	0.810663844073529	""
"Vår009.(Intercept)"	0.492048330821767	0.348914970905523	1.41022418598083	0.192085185847755	""
"Vår009.most_adv"	-0.553228755698186	0.614608776018956	-0.900131558943315	0.391498963641339	""
"Vår009.n_fl"	0.355091221974534	0.383664533929818	0.925525271615252	0.378841313845413	""
"Vår009.n_shoots"	0.884231963190698	0.369562863862754	2.3926429023428	0.0403820453885895	"*"
"Vår009.h_shoot"	0.384417506385083	0.482016355866717	0.797519631245415	0.445679754715262	""
