predator	LokalID	Lokal	Individ	n_shoots	h_shoot	n_fl	phen_index	most_adv	n_eggs	n_pred_all	n_aborted_all	perc_undeveloped	n_intact_fruits	n_seeds	attack	year	ants_10	ants_11	pred	ants_mean	ants_max	logants	area	Mean(n_shoots)	Mean(h_shoot)	Mean(n_fl)	Mean(phen_index)	Mean(most_adv)	Mean(n_eggs)	Std Dev(n_shoots)	Std Dev(h_shoot)	Std Dev(n_fl)	Std Dev(phen_index)	Std Dev(most_adv)	Std Dev(n_eggs)	Mean(n_intact_fruits)	n_shoots_sta	h_shoot_sta	n_fl_sta	phen_index_sta	most_adv_sta	n_eggs_sta	n_intact_fruits_rel
0	Bor012	Strand på Näsudden i Frisjön	11	8	25,4	1	3	3	0	0	0	NA	1	580	0	2010	0	0,375	0	0,1875	0,375	-0,9808293	0,07016	3,6	19,732	1,44	2,58166667	2,95	0	2,11774609	6,8312248	0,72918939	1,03813239	1,27425954	0	0,79	2,07768062	0,82971944	-0,6034098	0,40296723	0,03923847	NA	1,26582278
0	Bor012	Strand på Näsudden i Frisjön	12	4	24,7	1	3	3	0	0	0	NA	1	640	0	2010	0	0,375	0	0,1875	0,375	-0,9808293	0,07016	3,6	19,732	1,44	2,58166667	2,95	0	2,11774609	6,8312248	0,72918939	1,03813239	1,27425954	0	0,79	0,18888006	0,72724879	-0,6034098	0,40296723	0,03923847	NA	1,26582278
0	Bor012	Strand på Näsudden i Frisjön	13	2	26,5	1	3	3	0	0	0	NA	1	710	0	2010	0	0,375	0	0,1875	0,375	-0,9808293	0,07016	3,6	19,732	1,44	2,58166667	2,95	0	2,11774609	6,8312248	0,72918939	1,03813239	1,27425954	0	0,79	-0,7555202	0,99074473	-0,6034098	0,40296723	0,03923847	NA	1,26582278
0	Bor012	Strand på Näsudden i Frisjön	14	6	22,5	1	2	2	0	0	0	NA	1	390	0	2010	0	0,375	0	0,1875	0,375	-0,9808293	0,07016	3,6	19,732	1,44	2,58166667	2,95	0	2,11774609	6,8312248	0,72918939	1,03813239	1,27425954	0	0,79	1,13328034	0,4051982	-0,6034098	-0,560301	-0,745531	NA	1,26582278
0	Bor012	Strand på Näsudden i Frisjön	15	2	22,6	1	4	4	0	0	0	NA	1	600	0	2010	0	0,375	0	0,1875	0,375	-0,9808293	0,07016	3,6	19,732	1,44	2,58166667	2,95	0	2,11774609	6,8312248	0,72918939	1,03813239	1,27425954	0	0,79	-0,7555202	0,41983686	-0,6034098	1,36623551	0,82400796	NA	1,26582278
0	Bor012	Strand på Näsudden i Frisjön	16	8	22,9	1	5	5	0	0	0	NA	1	NA	0	2010	0	0,375	0	0,1875	0,375	-0,9808293	0,07016	3,6	19,732	1,44	2,58166667	2,95	0	2,11774609	6,8312248	0,72918939	1,03813239	1,27425954	0	0,79	2,07768062	0,46375285	-0,6034098	2,32950379	1,60877744	NA	1,26582278
0	Bor012	Strand på Näsudden i Frisjön	17	4	16,5	1	2	2	0	1	0	NA	0	NA	0	2010	0	0,375	0	0,1875	0,375	-0,9808293	0,07016	3,6	19,732	1,44	2,58166667	2,95	0	2,11774609	6,8312248	0,72918939	1,03813239	1,27425954	0	0,79	0,18888006	-0,4731216	-0,6034098	-0,560301	-0,745531	NA	0
0	Bor012	Strand på Näsudden i Frisjön	18	6	22,5	1	4	4	0	0	0	NA	1	580	0	2010	0	0,375	0	0,1875	0,375	-0,9808293	0,07016	3,6	19,732	1,44	2,58166667	2,95	0	2,11774609	6,8312248	0,72918939	1,03813239	1,27425954	0	0,79	1,13328034	0,4051982	-0,6034098	1,36623551	0,82400796	NA	1,26582278
0	Bor012	Strand på Näsudden i Frisjön	19	5	40,6	2	2,5	3	0	0	0	NA	2	1220	0	2010	0	0,375	0	0,1875	0,375	-0,9808293	0,07016	3,6	19,732	1,44	2,58166667	2,95	0	2,11774609	6,8312248	0,72918939	1,03813239	1,27425954	0	0,79	0,6610802	3,05479626	0,76797606	-0,0786669	0,03923847	NA	2,53164557
0	Bor012	Strand på Näsudden i Frisjön	20	4	30,5	1	3	3	0	0	0	NA	1	470	0	2010	0	0,375	0	0,1875	0,375	-0,9808293	0,07016	3,6	19,732	1,44	2,58166667	2,95	0	2,11774609	6,8312248	0,72918939	1,03813239	1,27425954	0	0,79	0,18888006	1,57629127	-0,6034098	0,40296723	0,03923847	NA	1,26582278
0	Bor012	Strand på Näsudden i Frisjön	21	9	28	1	3	3	0	0	0	NA	1	100	0	2010	0	0,375	0	0,1875	0,375	-0,9808293	0,07016	3,6	19,732	1,44	2,58166667	2,95	0	2,11774609	6,8312248	0,72918939	1,03813239	1,27425954	0	0,79	2,54988076	1,21032468	-0,6034098	0,40296723	0,03923847	NA	1,26582278
0	Bor012	Strand på Näsudden i Frisjön	22	6	31	1	3	3	0	1	0	NA	1	0	0	2010	0	0,375	0	0,1875	0,375	-0,9808293	0,07016	3,6	19,732	1,44	2,58166667	2,95	0	2,11774609	6,8312248	0,72918939	1,03813239	1,27425954	0	0,79	1,13328034	1,64948458	-0,6034098	0,40296723	0,03923847	NA	1,26582278
0	Bor012	Strand på Näsudden i Frisjön	23	4	15,3	1	2	2	0	0	0	NA	1	320	0	2010	0	0,375	0	0,1875	0,375	-0,9808293	0,07016	3,6	19,732	1,44	2,58166667	2,95	0	2,11774609	6,8312248	0,72918939	1,03813239	1,27425954	0	0,79	0,18888006	-0,6487856	-0,6034098	-0,560301	-0,745531	NA	1,26582278
0	Bor012	Strand på Näsudden i Frisjön	24	8	25,6	1	2	2	0	0	0	NA	1	0	0	2010	0	0,375	0	0,1875	0,375	-0,9808293	0,07016	3,6	19,732	1,44	2,58166667	2,95	0	2,11774609	6,8312248	0,72918939	1,03813239	1,27425954	0	0,79	2,07768062	0,85899676	-0,6034098	-0,560301	-0,745531	NA	1,26582278
0	Bor012	Strand på Näsudden i Frisjön	25	1	31,1	2	3,5	5	0	0	0	NA	2	960	0	2010	0	0,375	0	0,1875	0,375	-0,9808293	0,07016	3,6	19,732	1,44	2,58166667	2,95	0	2,11774609	6,8312248	0,72918939	1,03813239	1,27425954	0	0,79	-1,2277204	1,66412325	0,76797606	0,88460137	1,60877744	NA	2,53164557
0	Bor012	Strand på Näsudden i Frisjön	26	2	37,5	2	3	4	0	0	0	NA	1	590	0	2010	0	0,375	0	0,1875	0,375	-0,9808293	0,07016	3,6	19,732	1,44	2,58166667	2,95	0	2,11774609	6,8312248	0,72918939	1,03813239	1,27425954	0	0,79	-0,7555202	2,6009977	0,76797606	0,40296723	0,82400796	NA	1,26582278
0	Bor012	Strand på Näsudden i Frisjön	27	6	33,7	1	4	4	0	0	0	NA	1	770	0	2010	0	0,375	0	0,1875	0,375	-0,9808293	0,07016	3,6	19,732	1,44	2,58166667	2,95	0	2,11774609	6,8312248	0,72918939	1,03813239	1,27425954	0	0,79	1,13328034	2,04472849	-0,6034098	1,36623551	0,82400796	NA	1,26582278
0	Bor012	Strand på Näsudden i Frisjön	28	4	30,5	1	4	4	0	0	0	NA	1	NA	0	2010	0	0,375	0	0,1875	0,375	-0,9808293	0,07016	3,6	19,732	1,44	2,58166667	2,95	0	2,11774609	6,8312248	0,72918939	1,03813239	1,27425954	0	0,79	0,18888006	1,57629127	-0,6034098	1,36623551	0,82400796	NA	1,26582278
0	Bor012	Strand på Näsudden i Frisjön	29	6	24,7	1	2	2	0	0	0	NA	1	510	0	2010	0	0,375	0	0,1875	0,375	-0,9808293	0,07016	3,6	19,732	1,44	2,58166667	2,95	0	2,11774609	6,8312248	0,72918939	1,03813239	1,27425954	0	0,79	1,13328034	0,72724879	-0,6034098	-0,560301	-0,745531	NA	1,26582278
0	Bor012	Strand på Näsudden i Frisjön	30	12	30	2	4	5	0	0	0	NA	2	NA	0	2010	0	0,375	0	0,1875	0,375	-0,9808293	0,07016	3,6	19,732	1,44	2,58166667	2,95	0	2,11774609	6,8312248	0,72918939	1,03813239	1,27425954	0	0,79	3,96648118	1,50309795	0,76797606	1,36623551	1,60877744	NA	2,53164557
0	Bor012	Strand på Näsudden i Frisjön	31	10	22,7	1	1	1	0	0	0	NA	1	170	0	2010	0	0,375	0	0,1875	0,375	-0,9808293	0,07016	3,6	19,732	1,44	2,58166667	2,95	0	2,11774609	6,8312248	0,72918939	1,03813239	1,27425954	0	0,79	3,0220809	0,43447553	-0,6034098	-1,5235693	-1,5303005	NA	1,26582278
0	Bor012	Strand på Näsudden i Frisjön	32	3	17,6	1	4	4	0	0	0	NA	1	620	0	2010	0	0,375	0	0,1875	0,375	-0,9808293	0,07016	3,6	19,732	1,44	2,58166667	2,95	0	2,11774609	6,8312248	0,72918939	1,03813239	1,27425954	0	0,79	-0,2833201	-0,3120963	-0,6034098	1,36623551	0,82400796	NA	1,26582278
0	Bor012	Strand på Näsudden i Frisjön	33	3	26,5	1	2	2	0	0	0	NA	1	180	0	2010	0	0,375	0	0,1875	0,375	-0,9808293	0,07016	3,6	19,732	1,44	2,58166667	2,95	0	2,11774609	6,8312248	0,72918939	1,03813239	1,27425954	0	0,79	-0,2833201	0,99074473	-0,6034098	-0,560301	-0,745531	NA	1,26582278
0	Bor012	Strand på Näsudden i Frisjön	34	6	29,8	2	3	5	0	1	0	NA	1	610	0	2010	0	0,375	0	0,1875	0,375	-0,9808293	0,07016	3,6	19,732	1,44	2,58166667	2,95	0	2,11774609	6,8312248	0,72918939	1,03813239	1,27425954	0	0,79	1,13328034	1,47382062	0,76797606	0,40296723	1,60877744	NA	1,26582278
0	Bor012	Strand på Näsudden i Frisjön	35	4	24,1	3	3	5	0	0	0	NA	2	1080	0	2010	0	0,375	0	0,1875	0,375	-0,9808293	0,07016	3,6	19,732	1,44	2,58166667	2,95	0	2,11774609	6,8312248	0,72918939	1,03813239	1,27425954	0	0,79	0,18888006	0,63941681	2,13936189	0,40296723	1,60877744	NA	2,53164557
0	Bor012	Strand på Näsudden i Frisjön	36	8	26,6	3	2	4	0	1	0	0	0	570	0	2010	0	0,375	0	0,1875	0,375	-0,9808293	0,07016	3,6	19,732	1,44	2,58166667	2,95	0	2,11774609	6,8312248	0,72918939	1,03813239	1,27425954	0	0,79	2,07768062	1,0053834	2,13936189	-0,560301	0,82400796	NA	0
0	Bor012	Strand på Näsudden i Frisjön	37	2	9,4	1	2	2	0	1	0	NA	0	NA	0	2010	0	0,375	0	0,1875	0,375	-0,9808293	0,07016	3,6	19,732	1,44	2,58166667	2,95	0	2,11774609	6,8312248	0,72918939	1,03813239	1,27425954	0	0,79	-0,7555202	-1,5124667	-0,6034098	-0,560301	-0,745531	NA	0
0	Bor012	Strand på Näsudden i Frisjön	38	3	14,6	1	1	1	0	1	0	NA	0	NA	0	2010	0	0,375	0	0,1875	0,375	-0,9808293	0,07016	3,6	19,732	1,44	2,58166667	2,95	0	2,11774609	6,8312248	0,72918939	1,03813239	1,27425954	0	0,79	-0,2833201	-0,7512562	-0,6034098	-1,5235693	-1,5303005	NA	0
0	Bor012	Strand på Näsudden i Frisjön	39	4	29,6	4	2,5	4	0	2	0	10	2	1160	0	2010	0	0,375	0	0,1875	0,375	-0,9808293	0,07016	3,6	19,732	1,44	2,58166667	2,95	0	2,11774609	6,8312248	0,72918939	1,03813239	1,27425954	0	0,79	0,18888006	1,4445433	3,51074772	-0,0786669	0,82400796	NA	2,53164557
0	Bor012	Strand på Näsudden i Frisjön	40	2	27,7	2	3	4	0	1	0	NA	1	660	0	2010	0	0,375	0	0,1875	0,375	-0,9808293	0,07016	3,6	19,732	1,44	2,58166667	2,95	0	2,11774609	6,8312248	0,72918939	1,03813239	1,27425954	0	0,79	-0,7555202	1,16640869	0,76797606	0,40296723	0,82400796	NA	1,26582278
0	Bor012	Strand på Näsudden i Frisjön	41	2	25,5	1	3	3	0	0	0	NA	1	NA	0	2010	0	0,375	0	0,1875	0,375	-0,9808293	0,07016	3,6	19,732	1,44	2,58166667	2,95	0	2,11774609	6,8312248	0,72918939	1,03813239	1,27425954	0	0,79	-0,7555202	0,8443581	-0,6034098	0,40296723	0,03923847	NA	1,26582278
0	Bor012	Strand på Näsudden i Frisjön	42	3	22,1	1	4	4	0	0	0	NA	1	0	0	2010	0	0,375	0	0,1875	0,375	-0,9808293	0,07016	3,6	19,732	1,44	2,58166667	2,95	0	2,11774609	6,8312248	0,72918939	1,03813239	1,27425954	0	0,79	-0,2833201	0,34664355	-0,6034098	1,36623551	0,82400796	NA	1,26582278
0	Bor012	Strand på Näsudden i Frisjön	43	2	15,2	1	2	2	0	1	0	NA	0	NA	0	2010	0	0,375	0	0,1875	0,375	-0,9808293	0,07016	3,6	19,732	1,44	2,58166667	2,95	0	2,11774609	6,8312248	0,72918939	1,03813239	1,27425954	0	0,79	-0,7555202	-0,6634242	-0,6034098	-0,560301	-0,745531	NA	0
0	Bor012	Strand på Näsudden i Frisjön	44	5	24,3	3	2,33333333	3	0	2	0	NA	1	560	0	2010	0	0,375	0	0,1875	0,375	-0,9808293	0,07016	3,6	19,732	1,44	2,58166667	2,95	0	2,11774609	6,8312248	0,72918939	1,03813239	1,27425954	0	0,79	0,6610802	0,66869414	2,13936189	-0,2392116	0,03923847	NA	1,26582278
0	Bor012	Strand på Näsudden i Frisjön	45	4	21	1	3	3	0	0	0	NA	1	350	0	2010	0	0,375	0	0,1875	0,375	-0,9808293	0,07016	3,6	19,732	1,44	2,58166667	2,95	0	2,11774609	6,8312248	0,72918939	1,03813239	1,27425954	0	0,79	0,18888006	0,18561825	-0,6034098	0,40296723	0,03923847	NA	1,26582278
0	Bor012	Strand på Näsudden i Frisjön	46	3	17,7	1	3	3	0	0	0	NA	1	170	0	2010	0	0,375	0	0,1875	0,375	-0,9808293	0,07016	3,6	19,732	1,44	2,58166667	2,95	0	2,11774609	6,8312248	0,72918939	1,03813239	1,27425954	0	0,79	-0,2833201	-0,2974576	-0,6034098	0,40296723	0,03923847	NA	1,26582278
0	Bor012	Strand på Näsudden i Frisjön	47	2	21,1	1	3	3	0	0	0	10	1	0	0	2010	0	0,375	0	0,1875	0,375	-0,9808293	0,07016	3,6	19,732	1,44	2,58166667	2,95	0	2,11774609	6,8312248	0,72918939	1,03813239	1,27425954	0	0,79	-0,7555202	0,20025691	-0,6034098	0,40296723	0,03923847	NA	1,26582278
0	Bor012	Strand på Näsudden i Frisjön	48	3	11,2	1	2	2	0	0	0	NA	1	350	0	2010	0	0,375	0	0,1875	0,375	-0,9808293	0,07016	3,6	19,732	1,44	2,58166667	2,95	0	2,11774609	6,8312248	0,72918939	1,03813239	1,27425954	0	0,79	-0,2833201	-1,2489708	-0,6034098	-0,560301	-0,745531	NA	1,26582278
0	Bor012	Strand på Näsudden i Frisjön	49	4	21,2	2	3,5	5	0	0	0	NA	1	560	0	2010	0	0,375	0	0,1875	0,375	-0,9808293	0,07016	3,6	19,732	1,44	2,58166667	2,95	0	2,11774609	6,8312248	0,72918939	1,03813239	1,27425954	0	0,79	0,18888006	0,21489558	0,76797606	0,88460137	1,60877744	NA	1,26582278
0	Bor012	Strand på Näsudden i Frisjön	50	2	13,2	1	2	2	0	0	0	NA	1	0	0	2010	0	0,375	0	0,1875	0,375	-0,9808293	0,07016	3,6	19,732	1,44	2,58166667	2,95	0	2,11774609	6,8312248	0,72918939	1,03813239	1,27425954	0	0,79	-0,7555202	-0,9561975	-0,6034098	-0,560301	-0,745531	NA	1,26582278
0	Bor012	Strand på Näsudden i Frisjön	51	2	16,8	1	4	4	0	0	0	NA	1	520	0	2010	0	0,375	0	0,1875	0,375	-0,9808293	0,07016	3,6	19,732	1,44	2,58166667	2,95	0	2,11774609	6,8312248	0,72918939	1,03813239	1,27425954	0	0,79	-0,7555202	-0,4292056	-0,6034098	1,36623551	0,82400796	NA	1,26582278
0	Bor012	Strand på Näsudden i Frisjön	52	1	10,1	1	3	3	0	0	0	NA	1	330	0	2010	0	0,375	0	0,1875	0,375	-0,9808293	0,07016	3,6	19,732	1,44	2,58166667	2,95	0	2,11774609	6,8312248	0,72918939	1,03813239	1,27425954	0	0,79	-1,2277204	-1,4099961	-0,6034098	0,40296723	0,03923847	NA	1,26582278
0	Bor012	Strand på Näsudden i Frisjön	53	6	15,5	1	1	1	0	0	0	NA	0	NA	0	2010	0	0,375	0	0,1875	0,375	-0,9808293	0,07016	3,6	19,732	1,44	2,58166667	2,95	0	2,11774609	6,8312248	0,72918939	1,03813239	1,27425954	0	0,79	1,13328034	-0,6195082	-0,6034098	-1,5235693	-1,5303005	NA	0
0	Bor012	Strand på Näsudden i Frisjön	54	1	22	2	3,5	5	0	0	0	NA	0	NA	0	2010	0	0,375	0	0,1875	0,375	-0,9808293	0,07016	3,6	19,732	1,44	2,58166667	2,95	0	2,11774609	6,8312248	0,72918939	1,03813239	1,27425954	0	0,79	-1,2277204	0,33200488	0,76797606	0,88460137	1,60877744	NA	0
0	Bor012	Strand på Näsudden i Frisjön	55	2	15,9	1	1	1	0	1	0	NA	0	NA	0	2010	0	0,375	0	0,1875	0,375	-0,9808293	0,07016	3,6	19,732	1,44	2,58166667	2,95	0	2,11774609	6,8312248	0,72918939	1,03813239	1,27425954	0	0,79	-0,7555202	-0,5609536	-0,6034098	-1,5235693	-1,5303005	NA	0
0	Bor012	Strand på Näsudden i Frisjön	56	2	21,6	1	4	4	0	0	0	NA	1	620	0	2010	0	0,375	0	0,1875	0,375	-0,9808293	0,07016	3,6	19,732	1,44	2,58166667	2,95	0	2,11774609	6,8312248	0,72918939	1,03813239	1,27425954	0	0,79	-0,7555202	0,27345023	-0,6034098	1,36623551	0,82400796	NA	1,26582278
0	Bor012	Strand på Näsudden i Frisjön	57	2	10,5	1	1	1	0	1	0	NA	0	NA	0	2010	0	0,375	0	0,1875	0,375	-0,9808293	0,07016	3,6	19,732	1,44	2,58166667	2,95	0	2,11774609	6,8312248	0,72918939	1,03813239	1,27425954	0	0,79	-0,7555202	-1,3514414	-0,6034098	-1,5235693	-1,5303005	NA	0
0	Bor012	Strand på Näsudden i Frisjön	58	2	14,4	1	2	2	0	0	0	NA	1	0	0	2010	0	0,375	0	0,1875	0,375	-0,9808293	0,07016	3,6	19,732	1,44	2,58166667	2,95	0	2,11774609	6,8312248	0,72918939	1,03813239	1,27425954	0	0,79	-0,7555202	-0,7805335	-0,6034098	-0,560301	-0,745531	NA	1,26582278
0	Bor012	Strand på Näsudden i Frisjön	59	5	10,9	1	1	1	0	1	0	NA	0	NA	0	2010	0	0,375	0	0,1875	0,375	-0,9808293	0,07016	3,6	19,732	1,44	2,58166667	2,95	0	2,11774609	6,8312248	0,72918939	1,03813239	1,27425954	0	0,79	0,6610802	-1,2928867	-0,6034098	-1,5235693	-1,5303005	NA	0
0	Bor012	Strand på Näsudden i Frisjön	60	2	18,4	1	4	4	0	0	0	NA	1	450	0	2010	0	0,375	0	0,1875	0,375	-0,9808293	0,07016	3,6	19,732	1,44	2,58166667	2,95	0	2,11774609	6,8312248	0,72918939	1,03813239	1,27425954	0	0,79	-0,7555202	-0,194987	-0,6034098	1,36623551	0,82400796	NA	1,26582278
0	Bor012	Strand på Näsudden i Frisjön	61	2	16,1	2	3	4	0	0	0	NA	2	880	0	2010	0	0,375	0	0,1875	0,375	-0,9808293	0,07016	3,6	19,732	1,44	2,58166667	2,95	0	2,11774609	6,8312248	0,72918939	1,03813239	1,27425954	0	0,79	-0,7555202	-0,5316763	0,76797606	0,40296723	0,82400796	NA	2,53164557
0	Bor012	Strand på Näsudden i Frisjön	62	5	19,2	2	2,5	4	0	1	0	NA	1	490	0	2010	0	0,375	0	0,1875	0,375	-0,9808293	0,07016	3,6	19,732	1,44	2,58166667	2,95	0	2,11774609	6,8312248	0,72918939	1,03813239	1,27425954	0	0,79	0,6610802	-0,0778777	0,76797606	-0,0786669	0,82400796	NA	1,26582278
0	Bor012	Strand på Näsudden i Frisjön	63	1	13,8	1	2	2	0	0	0	NA	1	330	0	2010	0	0,375	0	0,1875	0,375	-0,9808293	0,07016	3,6	19,732	1,44	2,58166667	2,95	0	2,11774609	6,8312248	0,72918939	1,03813239	1,27425954	0	0,79	-1,2277204	-0,8683655	-0,6034098	-0,560301	-0,745531	NA	1,26582278
0	Bor012	Strand på Näsudden i Frisjön	64	3	15,2	1	3	3	0	0	0	NA	1	380	0	2010	0	0,375	0	0,1875	0,375	-0,9808293	0,07016	3,6	19,732	1,44	2,58166667	2,95	0	2,11774609	6,8312248	0,72918939	1,03813239	1,27425954	0	0,79	-0,2833201	-0,6634242	-0,6034098	0,40296723	0,03923847	NA	1,26582278
0	Bor012	Strand på Näsudden i Frisjön	65	2	13,3	1	1	1	0	0	0	NA	1	0	0	2010	0	0,375	0	0,1875	0,375	-0,9808293	0,07016	3,6	19,732	1,44	2,58166667	2,95	0	2,11774609	6,8312248	0,72918939	1,03813239	1,27425954	0	0,79	-0,7555202	-0,9415588	-0,6034098	-1,5235693	-1,5303005	NA	1,26582278
0	Bor012	Strand på Näsudden i Frisjön	66	3	17,2	1	4	4	0	1	0	10	0	250	0	2010	0	0,375	0	0,1875	0,375	-0,9808293	0,07016	3,6	19,732	1,44	2,58166667	2,95	0	2,11774609	6,8312248	0,72918939	1,03813239	1,27425954	0	0,79	-0,2833201	-0,370651	-0,6034098	1,36623551	0,82400796	NA	0
0	Bor012	Strand på Näsudden i Frisjön	67	2	18	2	3	4	0	0	0	NA	2	830	0	2010	0	0,375	0	0,1875	0,375	-0,9808293	0,07016	3,6	19,732	1,44	2,58166667	2,95	0	2,11774609	6,8312248	0,72918939	1,03813239	1,27425954	0	0,79	-0,7555202	-0,2535416	0,76797606	0,40296723	0,82400796	NA	2,53164557
0	Bor012	Strand på Näsudden i Frisjön	68	8	15,5	1	4	4	0	0	0	NA	1	510	0	2010	0	0,375	0	0,1875	0,375	-0,9808293	0,07016	3,6	19,732	1,44	2,58166667	2,95	0	2,11774609	6,8312248	0,72918939	1,03813239	1,27425954	0	0,79	2,07768062	-0,6195082	-0,6034098	1,36623551	0,82400796	NA	1,26582278
0	Bor012	Strand på Näsudden i Frisjön	69	3	19,3	2	3	4	0	1	0	0	1	1040	0	2010	0	0,375	0	0,1875	0,375	-0,9808293	0,07016	3,6	19,732	1,44	2,58166667	2,95	0	2,11774609	6,8312248	0,72918939	1,03813239	1,27425954	0	0,79	-0,2833201	-0,063239	0,76797606	0,40296723	0,82400796	NA	1,26582278
0	Bor012	Strand på Näsudden i Frisjön	70	2	25,7	2	3	4	0	1	0	0	1	910	0	2010	0	0,375	0	0,1875	0,375	-0,9808293	0,07016	3,6	19,732	1,44	2,58166667	2,95	0	2,11774609	6,8312248	0,72918939	1,03813239	1,27425954	0	0,79	-0,7555202	0,87363543	0,76797606	0,40296723	0,82400796	NA	1,26582278
0	Bor012	Strand på Näsudden i Frisjön	71	2	27,2	4	2,5	4	0	0	0	NA	0	NA	0	2010	0	0,375	0	0,1875	0,375	-0,9808293	0,07016	3,6	19,732	1,44	2,58166667	2,95	0	2,11774609	6,8312248	0,72918939	1,03813239	1,27425954	0	0,79	-0,7555202	1,09321538	3,51074772	-0,0786669	0,82400796	NA	0
0	Bor012	Strand på Näsudden i Frisjön	72	3	24,5	2	3	4	0	2	0	0	0	720	0	2010	0	0,375	0	0,1875	0,375	-0,9808293	0,07016	3,6	19,732	1,44	2,58166667	2,95	0	2,11774609	6,8312248	0,72918939	1,03813239	1,27425954	0	0,79	-0,2833201	0,69797147	0,76797606	0,40296723	0,82400796	NA	0
0	Bor012	Strand på Näsudden i Frisjön	73	3	17	1	3	3	0	1	0	0	0	470	0	2010	0	0,375	0	0,1875	0,375	-0,9808293	0,07016	3,6	19,732	1,44	2,58166667	2,95	0	2,11774609	6,8312248	0,72918939	1,03813239	1,27425954	0	0,79	-0,2833201	-0,3999283	-0,6034098	0,40296723	0,03923847	NA	0
0	Bor012	Strand på Näsudden i Frisjön	74	3	23	1	4	4	0	0	0	NA	1	700	0	2010	0	0,375	0	0,1875	0,375	-0,9808293	0,07016	3,6	19,732	1,44	2,58166667	2,95	0	2,11774609	6,8312248	0,72918939	1,03813239	1,27425954	0	0,79	-0,2833201	0,47839152	-0,6034098	1,36623551	0,82400796	NA	1,26582278
0	Bor012	Strand på Näsudden i Frisjön	75	1	20,7	3	2,66666667	4	0	0	0	NA	0	NA	0	2010	0	0,375	0	0,1875	0,375	-0,9808293	0,07016	3,6	19,732	1,44	2,58166667	2,95	0	2,11774609	6,8312248	0,72918939	1,03813239	1,27425954	0	0,79	-1,2277204	0,14170226	2,13936189	0,0818778	0,82400796	NA	0
0	Bor012	Strand på Näsudden i Frisjön	76	3	19	1	2	2	0	0	0	NA	1	460	0	2010	0	0,375	0	0,1875	0,375	-0,9808293	0,07016	3,6	19,732	1,44	2,58166667	2,95	0	2,11774609	6,8312248	0,72918939	1,03813239	1,27425954	0	0,79	-0,2833201	-0,107155	-0,6034098	-0,560301	-0,745531	NA	1,26582278
0	Bor012	Strand på Näsudden i Frisjön	77	3	11,9	1	1	1	0	1	0	NA	0	NA	0	2010	0	0,375	0	0,1875	0,375	-0,9808293	0,07016	3,6	19,732	1,44	2,58166667	2,95	0	2,11774609	6,8312248	0,72918939	1,03813239	1,27425954	0	0,79	-0,2833201	-1,1465001	-0,6034098	-1,5235693	-1,5303005	NA	0
0	Bor012	Strand på Näsudden i Frisjön	78	3	17,3	2	3	4	0	0	0	NA	2	770	0	2010	0	0,375	0	0,1875	0,375	-0,9808293	0,07016	3,6	19,732	1,44	2,58166667	2,95	0	2,11774609	6,8312248	0,72918939	1,03813239	1,27425954	0	0,79	-0,2833201	-0,3560123	0,76797606	0,40296723	0,82400796	NA	2,53164557
0	Bor012	Strand på Näsudden i Frisjön	79	4	11,6	1	3	3	0	0	0	NA	1	0	0	2010	0	0,375	0	0,1875	0,375	-0,9808293	0,07016	3,6	19,732	1,44	2,58166667	2,95	0	2,11774609	6,8312248	0,72918939	1,03813239	1,27425954	0	0,79	0,18888006	-1,1904161	-0,6034098	0,40296723	0,03923847	NA	1,26582278
0	Bor012	Strand på Näsudden i Frisjön	80	4	16,5	2	3	4	0	1	0	NA	1	520	0	2010	0	0,375	0	0,1875	0,375	-0,9808293	0,07016	3,6	19,732	1,44	2,58166667	2,95	0	2,11774609	6,8312248	0,72918939	1,03813239	1,27425954	0	0,79	0,18888006	-0,4731216	0,76797606	0,40296723	0,82400796	NA	1,26582278
0	Bor012	Strand på Näsudden i Frisjön	81	2	15	1	4	4	0	0	0	NA	0	NA	0	2010	0	0,375	0	0,1875	0,375	-0,9808293	0,07016	3,6	19,732	1,44	2,58166667	2,95	0	2,11774609	6,8312248	0,72918939	1,03813239	1,27425954	0	0,79	-0,7555202	-0,6927015	-0,6034098	1,36623551	0,82400796	NA	0
0	Bor012	Strand på Näsudden i Frisjön	82	4	16,8	1	3	3	0	0	0	NA	1	440	0	2010	0	0,375	0	0,1875	0,375	-0,9808293	0,07016	3,6	19,732	1,44	2,58166667	2,95	0	2,11774609	6,8312248	0,72918939	1,03813239	1,27425954	0	0,79	0,18888006	-0,4292056	-0,6034098	0,40296723	0,03923847	NA	1,26582278
0	Bor012	Strand på Näsudden i Frisjön	83	4	17,2	3	2,33333333	4	0	2	0	NA	1	500	0	2010	0	0,375	0	0,1875	0,375	-0,9808293	0,07016	3,6	19,732	1,44	2,58166667	2,95	0	2,11774609	6,8312248	0,72918939	1,03813239	1,27425954	0	0,79	0,18888006	-0,370651	2,13936189	-0,2392116	0,82400796	NA	1,26582278
0	Bor012	Strand på Näsudden i Frisjön	84	1	8,7	1	1	1	0	1	0	NA	0	NA	0	2010	0	0,375	0	0,1875	0,375	-0,9808293	0,07016	3,6	19,732	1,44	2,58166667	2,95	0	2,11774609	6,8312248	0,72918939	1,03813239	1,27425954	0	0,79	-1,2277204	-1,6149373	-0,6034098	-1,5235693	-1,5303005	NA	0
