"Estimate"	"Std..Error"	"t.value"	"Pr...t.."	"sig"
"Ale001.(Intercept)"	0.929643352897069	0.160106131846043	5.80641941803334	8.81551781063047e-08	"*"
"Ale001.most_adv"	-0.135733633607788	0.110745099434295	-1.22564008972983	0.22342889498967	""
"Ale001.n_fl"	0.686493590906919	0.144469263251569	4.75183146543431	7.31783771573043e-06	"*"
"Ale001.h_shoot"	-0.181701591957157	0.134975104974479	-1.34618596511938	0.18151474155052	""
"Ale001.I(most_adv^2)"	-0.102742415835859	0.0818415119611617	-1.25538267040589	0.212485048064836	""
"Ale001.I(n_fl^2)"	0.0592403016869135	0.0863950292394312	0.685691089040987	0.494613693842252	""
"Ale001.I(h_shoot^2)"	0.114569434454936	0.0740033638540619	1.54816522504129	0.124978900737253	""
"Ale010.(Intercept)"	1.09701046875682	0.234897115222891	4.67017429190597	1.01107879539019e-05	"*"
"Ale010.most_adv"	0.210503822158397	0.194432481687474	1.0826576934648	0.281759520453965	""
"Ale010.n_fl"	0.298297549835353	0.237758173058104	1.25462584944432	0.212758554918978	""
"Ale010.h_shoot"	0.260795398756795	0.167443583418453	1.55751204932738	0.12274561337201	""
"Ale010.I(most_adv^2)"	-0.17021508270016	0.138229848260005	-1.2313916628194	0.221281237554496	""
"Ale010.I(n_fl^2)"	-0.121427213436779	0.11101545377533	-1.09378657932183	0.276873571618841	""
"Ale010.I(h_shoot^2)"	0.193651923655303	0.13423446861498	1.4426393284332	0.152481689940445	""
"Bor012.(Intercept)"	1.28601758207794	0.13074327722932	9.83620427245599	4.54372061702797e-16	"*"
"Bor012.most_adv"	0.156078213774639	0.0826032590897	1.88949220036405	0.061941114719095	""
"Bor012.n_fl"	0.150191816711903	0.128970905041102	1.16454030204749	0.247183734225964	""
"Bor012.h_shoot"	0.24044751213777	0.0844224752462919	2.84814572702702	0.00541288930140768	"*"
"Bor012.I(most_adv^2)"	-0.185492166265753	0.0723648922685491	-2.56328946884055	0.0119728267261858	"*"
