"Estimate"	"Std..Error"	"t.value"	"Pr...t.."	"sig"
"Sve005.n_shoots"	0.0172619546632489	0.0747846028394477	0.230822308441057	0.818522793079342	""
"Sve005.h_shoot"	-0.154569835446608	0.0799910566094444	-1.9323389638581	0.0597715543825684	""
"Sve011.(Intercept)"	0.930386507796194	0.0424078197353614	21.9390318484211	9.3988113298944e-32	"*"
"Sve011.phen_index"	0.116469883372787	0.0547708033036552	2.12649580337658	0.0372637857924746	"*"
"Sve011.n_fl"	0.561203726371377	0.0452761002193803	12.3951427718405	8.83535123761943e-19	"*"
"Sve011.n_shoots"	0.000172634792355445	0.0384723612245867	0.00448724192798227	0.996433454498253	""
"Sve011.h_shoot"	0.0814319634144301	0.0519627174251603	1.5671228805867	0.121941771122001	""
"Sve013.(Intercept)"	1.15600023794393	0.315897653845327	3.65941381289886	0.00166700373686532	"*"
"Sve013.phen_index"	-0.0817123816993246	0.302691782577209	-0.269952428188175	0.790107124281013	""
"Sve013.n_fl"	-0.256035843199243	0.231362294794755	-1.10664463899088	0.282262558957328	""
"Sve013.n_shoots"	0.252100216003216	0.247903278714777	1.01692973691271	0.321962274643957	""
"Sve013.h_shoot"	0.336054110985428	0.231874803236898	1.44929119634484	0.163561631855668	""
"Tra001.(Intercept)"	0.618451708953075	0.14185172585396	4.35984620722758	0.000149463138211606	"*"
"Tra001.phen_index"	0.133780728710353	0.133092321971975	1.00517240009174	0.323127755815251	""
"Tra001.n_fl"	0.677904814772176	0.134328261750997	5.04662835605513	2.22825425647314e-05	"*"
"Tra001.n_shoots"	0.242432675427137	0.138386979074001	1.75184599771846	0.0903705932755898	""
"Tra001.h_shoot"	0.0495851513202471	0.154968604851418	0.319969011580047	0.751285770275471	""
"Tra002.(Intercept)"	0.891261401413418	0.0627513020313718	14.2030742400826	1.4338000921495e-22	"*"
"Tra002.phen_index"	0.171309877096487	0.0719144224004912	2.38213520151025	0.0198562413850093	"*"
"Tra002.n_fl"	0.718397766071796	0.0748344943734157	9.59982120660924	1.61187344022311e-14	"*"
"Tra002.n_shoots"	-0.0158807759138758	0.0639478256403499	-0.248339576128689	0.80457863200763	""
"Tra002.h_shoot"	-0.0587155886700147	0.0774747893745424	-0.757867031895515	0.451004019542023	""
"Vår004.(Intercept)"	0.911924030760511	0.110804252295926	8.23004543476389	4.20335083252011e-11	"*"
"Vår004.phen_index"	0.203648543293557	0.123295012255747	1.65171761264061	0.10439626732949	""
"Vår004.n_fl"	0.258419076116439	0.137340361847987	1.88159600454866	0.0652856447904785	""
"Vår004.n_shoots"	-0.100194863652318	0.0980508712196908	-1.02186612322724	0.311400534323571	""
"Vår004.h_shoot"	0.296947920756262	0.122065987662592	2.43268355454648	0.0183306623246865	"*"
