predator	LokalID	Individ	most_adv	year	Datum
1	Her003	56	5	2010	01/08/2010
1	Her003	57	2	2010	01/08/2010
1	Her003	58	4	2010	01/08/2010
1	Her003	59	5	2010	01/08/2010
1	Her003	60	5	2010	01/08/2010
1	Her003	61	3	2010	01/08/2010
1	Her003	62	2	2010	01/08/2010
1	Her003	63	1	2010	01/08/2010
1	Her003	64	5	2010	01/08/2010
1	Her003	65	5	2010	01/08/2010
1	Her003	66	5	2010	01/08/2010
1	Her003	67	5	2010	01/08/2010
1	Her003	68	3	2010	01/08/2010
1	Her003	69	5	2010	01/08/2010
1	Her003	70	4	2010	01/08/2010
1	Her003	71	2	2010	01/08/2010
1	Her003	72	3	2010	01/08/2010
1	Her003	73	5	2010	01/08/2010
1	Her003	74	3	2010	01/08/2010
1	Her003	75	5	2010	01/08/2010
1	Her003	76	5	2010	01/08/2010
1	Her003	77	3	2010	01/08/2010
1	Her003	78	5	2010	01/08/2010
1	Her003	79	5	2010	01/08/2010
1	Her003	80	4	2010	01/08/2010
1	Her003	81	5	2010	01/08/2010
1	Her003	82	3	2010	01/08/2010
1	Her003	83	5	2010	01/08/2010
1	Her003	84	3	2010	01/08/2010
1	Her003	85	5	2010	01/08/2010
1	Her003	86	5	2010	01/08/2010
1	Her003	87	4	2010	01/08/2010
1	Her003	88	4	2010	01/08/2010
1	Her003	89	4	2010	01/08/2010
1	Her003	90	5	2010	01/08/2010
1	Her003	91	5	2010	01/08/2010
1	Her003	92	5	2010	01/08/2010
1	Her003	93	3	2010	01/08/2010
1	Her003	94	3	2010	01/08/2010
1	Her003	95	5	2010	01/08/2010
1	Her003	96	5	2010	01/08/2010
1	Her003	97	3	2010	01/08/2010
1	Her003	98	5	2010	01/08/2010
1	Her003	99	5	2010	01/08/2010
1	Her003	100	3	2010	01/08/2010
1	Her004	1	1	2010	01/08/2010
1	Her004	2	2	2010	01/08/2010
1	Her004	3	2	2010	01/08/2010
1	Her004	4	1	2010	01/08/2010
1	Her004	5	2	2010	01/08/2010
1	Her004	6	5	2010	01/08/2010
1	Her004	7	4	2010	01/08/2010
1	Her004	8	2	2010	01/08/2010
1	Her004	9	1	2010	01/08/2010
1	Her004	10	5	2010	01/08/2010
1	Her004	11	2	2010	01/08/2010
1	Her004	12	5	2010	01/08/2010
1	Her004	13	1	2010	01/08/2010
1	Her004	14	5	2010	01/08/2010
1	Her004	15	1	2010	01/08/2010
1	Her004	16	4	2010	01/08/2010
1	Her004	17	1	2010	01/08/2010
1	Her004	18	3	2010	01/08/2010
1	Her004	19	1	2010	01/08/2010
1	Her004	20	2	2010	01/08/2010
1	Her004	21	2	2010	01/08/2010
1	Her004	22	1	2010	01/08/2010
1	Her004	23	2	2010	01/08/2010
1	Her004	24	2	2010	01/08/2010
1	Her004	25	3	2010	01/08/2010
1	Her004	26	5	2010	01/08/2010
1	Her004	27	3	2010	01/08/2010
1	Her004	28	2	2010	01/08/2010
1	Her004	29	3	2010	01/08/2010
1	Her004	30	4	2010	01/08/2010
1	Her004	31	2	2010	01/08/2010
1	Her004	32	4	2010	01/08/2010
1	Her004	33	4	2010	01/08/2010
1	Her004	34	4	2010	01/08/2010
1	Her004	35	2	2010	01/08/2010
1	Her004	36	5	2010	01/08/2010
1	Her004	37	4	2010	01/08/2010
1	Her004	38	5	2010	01/08/2010
1	Her004	39	4	2010	01/08/2010
1	Her004	40	1	2010	01/08/2010
1	Her004	41	3	2010	01/08/2010
1	Her004	42	2	2010	01/08/2010
1	Her004	43	3	2010	01/08/2010
1	Her004	44	1	2010	01/08/2010
1	Her004	45	5	2010	01/08/2010
1	Her004	46	2	2010	01/08/2010
1	Her004	47	4	2010	01/08/2010
1	Her004	48	5	2010	01/08/2010
1	Her004	49	5	2010	01/08/2010
1	Her004	50	5	2010	01/08/2010
1	Her004	51	1	2010	01/08/2010
1	Her004	52	2	2010	01/08/2010
1	Her004	53	2	2010	01/08/2010
1	Her004	54	4	2010	01/08/2010
1	Her004	55	4	2010	01/08/2010
1	Her004	56	5	2010	01/08/2010
1	Her004	57	3	2010	01/08/2010
1	Her004	58	4	2010	01/08/2010
1	Her004	59	4	2010	01/08/2010
1	Her004	60	1	2010	01/08/2010
1	Her004	61	2	2010	01/08/2010
1	Her004	62	1	2010	01/08/2010
1	Her004	63	2	2010	01/08/2010
1	Her004	64	5	2010	01/08/2010
1	Her004	65	3	2010	01/08/2010
1	Her004	66	5	2010	01/08/2010
1	Her004	67	4	2010	01/08/2010
1	Her004	68	1	2010	01/08/2010
1	Her004	69	3	2010	01/08/2010
1	Her004	70	1	2010	01/08/2010
1	Her004	71	3	2010	01/08/2010
1	Her004	72	3	2010	01/08/2010
1	Her004	73	2	2010	01/08/2010
1	Her004	74	2	2010	01/08/2010
1	Her004	75	1	2010	01/08/2010
1	Her004	76	2	2010	01/08/2010
1	Her004	77	4	2010	01/08/2010
1	Her004	78	4	2010	01/08/2010
1	Her004	79	3	2010	01/08/2010
1	Her004	80	3	2010	01/08/2010
1	Her004	81	5	2010	01/08/2010
1	Her004	82	3	2010	01/08/2010
1	Her004	83	2	2010	01/08/2010
1	Her004	84	1	2010	01/08/2010
1	Her004	85	2	2010	01/08/2010
1	Her004	86	2	2010	01/08/2010
1	Her004	87	2	2010	01/08/2010
1	Her004	88	4	2010	01/08/2010
1	Her004	89	2	2010	01/08/2010
1	Her004	90	1	2010	01/08/2010
1	Her004	91	2	2010	01/08/2010
1	Her004	92	2	2010	01/08/2010
1	Her004	93	1	2010	01/08/2010
1	Her004	94	4	2010	01/08/2010
1	Her004	95	5	2010	01/08/2010
1	Her004	96	3	2010	01/08/2010
1	Her004	97	4	2010	01/08/2010
1	Her004	98	3	2010	01/08/2010
1	Her004	99	1	2010	01/08/2010
1	Her004	100	1	2010	01/08/2010
1	Her005	1	5	2010	01/08/2010
1	Her005	2	3	2010	01/08/2010
1	Her005	3	2	2010	01/08/2010
1	Her005	4	2	2010	01/08/2010
1	Her005	5	2	2010	01/08/2010
1	Her005	6	2	2010	01/08/2010
1	Her005	7	1	2010	01/08/2010
1	Her005	8	2	2010	01/08/2010
1	Her005	9	2	2010	01/08/2010
1	Her005	10	2	2010	01/08/2010
1	Her005	11	4	2010	01/08/2010
1	Her005	12	3	2010	01/08/2010
1	Her005	13	2	2010	01/08/2010
1	Her005	14	1	2010	01/08/2010
1	Her005	15	2	2010	01/08/2010
1	Her005	16	5	2010	01/08/2010
1	Her005	17	5	2010	01/08/2010
1	Her005	18	5	2010	01/08/2010
1	Her005	19	3	2010	01/08/2010
1	Her005	20	3	2010	01/08/2010
1	Her005	21	3	2010	01/08/2010
1	Her005	22	2	2010	01/08/2010
1	Her005	23	4	2010	01/08/2010
1	Her005	24	5	2010	01/08/2010
1	Her005	25	2	2010	01/08/2010
1	Her005	26	2	2010	01/08/2010
1	Her005	27	1	2010	01/08/2010
1	Her005	28	4	2010	01/08/2010
1	Her005	29	4	2010	01/08/2010
1	Her005	30	4	2010	01/08/2010
1	Her005	31	3	2010	01/08/2010
1	Her005	32	4	2010	01/08/2010
1	Her005	33	5	2010	01/08/2010
1	Her005	34	1	2010	01/08/2010
1	Her005	35	3	2010	01/08/2010
1	Her005	36	2	2010	01/08/2010
1	Her005	37	2	2010	01/08/2010
1	Her005	38	2	2010	01/08/2010
1	Her005	39	1	2010	01/08/2010
1	Her005	40	2	2010	01/08/2010
1	Her005	41	4	2010	01/08/2010
1	Her005	42	2	2010	01/08/2010
1	Her005	43	2	2010	01/08/2010
1	Her005	44	4	2010	01/08/2010
1	Her005	45	2	2010	01/08/2010
1	Her005	46	2	2010	01/08/2010
1	Her005	47	2	2010	01/08/2010
1	Her005	48	2	2010	01/08/2010
1	Her005	49	5	2010	01/08/2010
1	Her005	50	2	2010	01/08/2010
1	Her005	51	4	2010	01/08/2010
1	Her005	52	2	2010	01/08/2010
1	Her005	53	5	2010	01/08/2010
1	Her005	54	2	2010	01/08/2010
1	Her005	55	5	2010	01/08/2010
1	Her005	56	5	2010	01/08/2010
1	Her005	57	5	2010	01/08/2010
1	Her005	58	4	2010	01/08/2010
1	Her005	59	3	2010	01/08/2010
1	Her005	60	2	2010	01/08/2010
1	Her005	61	5	2010	01/08/2010
1	Her005	62	5	2010	01/08/2010
1	Her005	63	2	2010	01/08/2010
1	Her005	64	3	2010	01/08/2010
1	Her005	65	5	2010	01/08/2010
1	Her005	66	4	2010	01/08/2010
1	Her005	67	4	2010	01/08/2010
1	Her005	68	3	2010	01/08/2010
1	Her005	69	5	2010	01/08/2010
1	Her005	70	2	2010	01/08/2010
1	Her005	71	5	2010	01/08/2010
1	Her005	72	2	2010	01/08/2010
1	Her005	73	3	2010	01/08/2010
1	Her005	74	3	2010	01/08/2010
1	Her005	75	3	2010	01/08/2010
1	Her005	76	2	2010	01/08/2010
1	Her005	77	3	2010	01/08/2010
1	Her005	78	3	2010	01/08/2010
1	Her005	79	2	2010	01/08/2010
1	Her005	80	1	2010	01/08/2010
1	Her005	81	3	2010	01/08/2010
1	Her005	82	2	2010	01/08/2010
1	Her005	83	2	2010	01/08/2010
1	Her005	84	3	2010	01/08/2010
1	Her005	85	2	2010	01/08/2010
1	Her005	86	5	2010	01/08/2010
1	Her005	87	2	2010	01/08/2010
1	Her005	88	3	2010	01/08/2010
1	Her005	89	3	2010	01/08/2010
1	Her005	90	4	2010	01/08/2010
1	Her005	91	5	2010	01/08/2010
1	Her005	92	2	2010	01/08/2010
1	Her005	93	3	2010	01/08/2010
1	Her005	94	3	2010	01/08/2010
1	Her005	95	5	2010	01/08/2010
1	Her005	96	3	2010	01/08/2010
1	Her005	97	3	2010	01/08/2010
1	Her005	98	4	2010	01/08/2010
1	Her005	99	3	2010	01/08/2010
1	Her005	100	5	2010	01/08/2010
1	Ler010	1	3	2010	05/08/2010
1	Ler010	2	4	2010	05/08/2010
1	Ler010	3	2	2010	05/08/2010
1	Ler010	4	5	2010	05/08/2010
1	Ler010	5	2	2010	05/08/2010
1	Ler010	6	2	2010	05/08/2010
1	Ler010	7	4	2010	05/08/2010
1	Ler010	8	1	2010	05/08/2010
1	Ler010	9	4	2010	05/08/2010
1	Ler010	10	5	2010	05/08/2010
1	Ler010	11	5	2010	05/08/2010
1	Ler010	12	4	2010	05/08/2010
1	Ler010	13	4	2010	05/08/2010
1	Ler010	14	3	2010	05/08/2010
1	Ler010	15	4	2010	05/08/2010
1	Ler010	16	4	2010	05/08/2010
1	Ler010	17	6	2010	05/08/2010
1	Ler010	18	5	2010	05/08/2010
1	Ler010	19	2	2010	05/08/2010
1	Ler010	20	5	2010	05/08/2010
1	Ler010	21	5	2010	05/08/2010
1	Ler010	22	3	2010	05/08/2010
1	Ler010	23	3	2010	05/08/2010
1	Ler010	24	5	2010	05/08/2010
1	Ler010	25	3	2010	05/08/2010
1	Ler010	26	4	2010	05/08/2010
1	Ler010	27	5	2010	05/08/2010
1	Ler010	28	5	2010	05/08/2010
1	Ler010	29	5	2010	05/08/2010
1	Ler010	30	5	2010	05/08/2010
1	Ler010	31	5	2010	05/08/2010
1	Ler010	32	2	2010	05/08/2010
1	Ler010	33	5	2010	05/08/2010
1	Ler010	34	5	2010	05/08/2010
1	Ler010	35	4	2010	05/08/2010
1	Ler010	36	5	2010	05/08/2010
1	Ler010	37	4	2010	05/08/2010
1	Ler010	38	5	2010	05/08/2010
1	Ler010	39	6	2010	05/08/2010
1	Ler010	40	4	2010	05/08/2010
1	Ler010	41	3	2010	05/08/2010
1	Ler010	42	5	2010	05/08/2010
1	Ler010	43	2	2010	05/08/2010
1	Ler010	44	5	2010	05/08/2010
1	Ler010	45	2	2010	05/08/2010
1	Ler010	46	4	2010	05/08/2010
1	Ler010	47	4	2010	05/08/2010
1	Ler010	48	3	2010	05/08/2010
1	Ler010	49	4	2010	05/08/2010
1	Ler010	50	4	2010	05/08/2010
1	Ler010	51	4	2010	05/08/2010
1	Ler010	52	5	2010	05/08/2010
1	Ler010	53	5	2010	05/08/2010
1	Ler010	54	5	2010	05/08/2010
1	Ler010	55	1	2010	05/08/2010
1	Ler010	56	4	2010	05/08/2010
1	Ler010	57	4	2010	05/08/2010
1	Ler010	58	5	2010	05/08/2010
1	Ler010	59	3	2010	05/08/2010
1	Ler010	60	3	2010	05/08/2010
1	Ler010	61	4	2010	05/08/2010
1	Ler010	62	4	2010	05/08/2010
1	Ler010	63	5	2010	05/08/2010
1	Ler010	64	3	2010	05/08/2010
1	Ler010	65	1	2010	05/08/2010
1	Ler010	66	5	2010	05/08/2010
1	Ler010	67	3	2010	05/08/2010
1	Ler010	68	5	2010	05/08/2010
1	Ler010	69	2	2010	05/08/2010
1	Ler010	70	4	2010	05/08/2010
1	Ler010	71	3	2010	05/08/2010
1	Ler010	72	2	2010	05/08/2010
1	Ler010	73	5	2010	05/08/2010
1	Ler010	74	3	2010	05/08/2010
1	Ler010	75	2	2010	05/08/2010
1	Ler010	76	5	2010	05/08/2010
1	Ler010	77	4	2010	05/08/2010
1	Ler010	78	2	2010	05/08/2010
1	Ler010	79	5	2010	05/08/2010
1	Ler010	80	4	2010	05/08/2010
1	Ler010	81	3	2010	05/08/2010
1	Ler010	82	3	2010	05/08/2010
1	Ler010	83	3	2010	05/08/2010
1	Ler010	84	2	2010	05/08/2010
1	Ler010	85	2	2010	05/08/2010
1	Ler010	86	3	2010	05/08/2010
1	Ler010	87	5	2010	05/08/2010
1	Ler010	88	5	2010	05/08/2010
1	Ler010	89	5	2010	05/08/2010
1	Ler010	90	3	2010	05/08/2010
1	Ler010	91	5	2010	05/08/2010
1	Ler010	92	5	2010	05/08/2010
1	Ler010	93	5	2010	05/08/2010
1	Ler010	94	4	2010	05/08/2010
1	Ler010	95	4	2010	05/08/2010
1	Ler010	96	4	2010	05/08/2010
1	Ler010	97	1	2010	05/08/2010
1	Ler010	98	2	2010	05/08/2010
1	Ler010	99	4	2010	05/08/2010
1	Ler010	100	5	2010	05/08/2010
0	Mar001	1	2	2010	03/08/2010
0	Mar001	2	1	2010	03/08/2010
0	Mar001	3	1	2010	03/08/2010
0	Mar001	4	1	2010	03/08/2010
0	Mar001	5	1	2010	03/08/2010
0	Mar001	6	1	2010	03/08/2010
0	Mar001	7	1	2010	03/08/2010
0	Mar001	8	3	2010	03/08/2010
0	Mar001	9	2	2010	03/08/2010
0	Mar001	10	3	2010	03/08/2010
0	Mar001	11	1	2010	03/08/2010
0	Mar001	12	2	2010	03/08/2010
0	Mar001	13	1	2010	03/08/2010
0	Mar001	14	2	2010	03/08/2010
0	Mar001	15	1	2010	03/08/2010
0	Mar001	16	1	2010	03/08/2010
0	Mar001	17	1	2010	03/08/2010
0	Mar001	18	1	2010	03/08/2010
0	Mar001	19	2	2010	03/08/2010
0	Mar001	20	2	2010	03/08/2010
0	Mar001	21	1	2010	03/08/2010
0	Mar001	22	1	2010	03/08/2010
0	Mar001	23	1	2010	03/08/2010
0	Mar001	24	2	2010	03/08/2010
0	Mar001	25	1	2010	03/08/2010
0	Mar001	26	1	2010	03/08/2010
0	Mar001	27	2	2010	03/08/2010
0	Mar001	28	2	2010	03/08/2010
0	Mar001	29	1	2010	03/08/2010
0	Mar001	30	1	2010	03/08/2010
0	Mar001	31	3	2010	03/08/2010
0	Mar001	32	1	2010	03/08/2010
0	Mar001	33	1	2010	03/08/2010
0	Mar001	34	3	2010	03/08/2010
0	Mar001	35	1	2010	03/08/2010
0	Mar001	36	1	2010	03/08/2010
0	Mar001	37	1	2010	03/08/2010
0	Mar001	38	1	2010	03/08/2010
0	Mar001	39	1	2010	03/08/2010
0	Mar001	40	1	2010	03/08/2010
0	Mar001	41	2	2010	03/08/2010
0	Mar001	42	2	2010	03/08/2010
0	Mar001	43	3	2010	03/08/2010
0	Mar001	44	2	2010	03/08/2010
0	Mar001	45	1	2010	03/08/2010
0	Mar001	46	2	2010	03/08/2010
0	Mar001	47	3	2010	03/08/2010
0	Mar001	48	4	2010	03/08/2010
0	Mar001	49	1	2010	03/08/2010
0	Mar001	50	1	2010	03/08/2010
0	Mar001	51	3	2010	03/08/2010
0	Mar001	52	1	2010	03/08/2010
0	Mar001	53	2	2010	03/08/2010
0	Mar001	54	2	2010	03/08/2010
0	Mar001	55	2	2010	03/08/2010
0	Mar001	56	1	2010	03/08/2010
0	Mar001	57	2	2010	03/08/2010
0	Mar001	58	1	2010	03/08/2010
0	Mar001	59	2	2010	03/08/2010
0	Mar001	60	1	2010	03/08/2010
0	Mar001	61	2	2010	03/08/2010
0	Mar001	62	2	2010	03/08/2010
0	Mar001	63	1	2010	03/08/2010
0	Mar001	64	1	2010	03/08/2010
0	Mar001	65	2	2010	03/08/2010
0	Mar001	66	1	2010	03/08/2010
0	Mar001	67	1	2010	03/08/2010
0	Mar001	68	2	2010	03/08/2010
0	Mar001	69	2	2010	03/08/2010
0	Mar001	70	2	2010	03/08/2010
0	Mar001	71	3	2010	03/08/2010
0	Mar001	72	2	2010	03/08/2010
0	Mar001	73	1	2010	03/08/2010
0	Mar001	74	1	2010	03/08/2010
0	Mar001	75	3	2010	03/08/2010
0	Mar001	76	2	2010	03/08/2010
0	Mar001	77	4	2010	03/08/2010
0	Mar001	78	3	2010	03/08/2010
0	Mar001	79	3	2010	03/08/2010
0	Mar001	80	2	2010	03/08/2010
0	Mar001	81	2	2010	03/08/2010
0	Mar001	82	1	2010	03/08/2010
0	Mar001	83	1	2010	03/08/2010
0	Mar001	84	1	2010	03/08/2010
0	Mar001	85	2	2010	03/08/2010
0	Mar001	86	2	2010	03/08/2010
0	Mar001	87	1	2010	03/08/2010
0	Mar001	88	3	2010	03/08/2010
0	Mar001	89	2	2010	03/08/2010
0	Mar001	90	2	2010	03/08/2010
0	Mar001	91	3	2010	03/08/2010
0	Mar001	92	2	2010	03/08/2010
0	Mar001	93	3	2010	03/08/2010
0	Mar001	94	1	2010	03/08/2010
0	Mar001	95	1	2010	03/08/2010
0	Mar001	96	1	2010	03/08/2010
0	Mar001	97	5	2010	03/08/2010
0	Mar001	98	3	2010	03/08/2010
0	Mar001	99	2	2010	03/08/2010
0	Mar001	100	4	2010	03/08/2010
1	Par003	1	4	2010	02/08/2010
1	Par003	2	3	2010	02/08/2010
1	Par003	3	5	2010	02/08/2010
1	Par003	4	4	2010	02/08/2010
1	Par003	5	2	2010	02/08/2010
1	Par003	6	2	2010	02/08/2010
1	Par003	7	4	2010	02/08/2010
1	Par003	8	4	2010	02/08/2010
1	Par003	9	2	2010	02/08/2010
1	Par003	10	3	2010	02/08/2010
1	Par003	11	1	2010	02/08/2010
1	Par003	12	2	2010	02/08/2010
1	Par003	13	5	2010	02/08/2010
1	Par003	14	2	2010	02/08/2010
1	Par003	15	2	2010	02/08/2010
1	Par003	16	2	2010	02/08/2010
1	Par003	17	1	2010	02/08/2010
1	Par003	18	3	2010	02/08/2010
1	Par003	19	1	2010	02/08/2010
1	Par003	20	1	2010	02/08/2010
1	Par003	21	1	2010	02/08/2010
1	Par003	22	4	2010	02/08/2010
1	Par003	23	4	2010	02/08/2010
1	Par003	24	1	2010	02/08/2010
1	Par003	25	2	2010	02/08/2010
1	Par003	26	2	2010	02/08/2010
1	Par003	27	2	2010	02/08/2010
1	Par003	28	2	2010	02/08/2010
1	Par003	29	3	2010	02/08/2010
1	Par003	30	2	2010	02/08/2010
1	Par003	31	2	2010	02/08/2010
1	Par003	32	2	2010	02/08/2010
1	Par003	33	2	2010	02/08/2010
1	Par003	34	3	2010	02/08/2010
1	Par003	35	4	2010	02/08/2010
1	Par003	36	2	2010	02/08/2010
1	Par003	37	3	2010	02/08/2010
1	Par003	38	3	2010	02/08/2010
1	Par003	39	3	2010	02/08/2010
1	Par003	40	1	2010	02/08/2010
1	Par003	41	2	2010	02/08/2010
1	Par003	42	4	2010	02/08/2010
1	Par003	43	2	2010	02/08/2010
1	Par003	44	3	2010	02/08/2010
1	Par003	45	2	2010	02/08/2010
1	Par003	46	3	2010	02/08/2010
1	Par003	47	1	2010	02/08/2010
1	Par003	48	3	2010	02/08/2010
1	Par003	49	1	2010	02/08/2010
1	Par003	50	4	2010	02/08/2010
1	Par003	51	1	2010	02/08/2010
1	Par003	52	3	2010	02/08/2010
1	Par003	53	2	2010	02/08/2010
1	Par003	54	3	2010	02/08/2010
1	Par003	55	1	2010	02/08/2010
1	Par003	56	1	2010	02/08/2010
1	Par003	57	2	2010	02/08/2010
1	Par003	58	2	2010	02/08/2010
1	Par003	59	3	2010	02/08/2010
1	Par003	60	3	2010	02/08/2010
1	Par003	61	1	2010	02/08/2010
1	Par003	62	3	2010	02/08/2010
1	Par003	63	5	2010	02/08/2010
1	Par003	64	2	2010	02/08/2010
1	Par003	65	4	2010	02/08/2010
1	Par003	66	2	2010	02/08/2010
1	Par003	67	2	2010	02/08/2010
1	Par003	68	1	2010	02/08/2010
1	Par003	69	1	2010	02/08/2010
1	Par003	70	2	2010	02/08/2010
1	Par003	71	2	2010	02/08/2010
1	Par003	72	1	2010	02/08/2010
1	Par003	73	2	2010	02/08/2010
1	Par003	74	4	2010	02/08/2010
1	Par003	75	1	2010	02/08/2010
1	Par003	76	1	2010	02/08/2010
1	Par003	77	2	2010	02/08/2010
1	Par003	78	1	2010	02/08/2010
1	Par003	79	3	2010	02/08/2010
1	Par003	80	2	2010	02/08/2010
1	Par003	81	1	2010	02/08/2010
1	Par003	82	1	2010	02/08/2010
1	Par003	83	4	2010	02/08/2010
1	Par003	84	4	2010	02/08/2010
1	Par003	85	1	2010	02/08/2010
1	Par003	86	5	2010	02/08/2010
1	Par003	87	4	2010	02/08/2010
1	Par003	88	4	2010	02/08/2010
1	Par003	89	3	2010	02/08/2010
1	Par003	90	4	2010	02/08/2010
1	Par003	91	3	2010	02/08/2010
1	Par003	92	5	2010	02/08/2010
1	Par003	93	5	2010	02/08/2010
1	Par003	94	4	2010	02/08/2010
1	Par003	95	2	2010	02/08/2010
1	Par003	96	6	2010	02/08/2010
1	Par003	97	4	2010	02/08/2010
1	Par003	98	5	2010	02/08/2010
1	Par003	99	2	2010	02/08/2010
1	Par003	100	1	2010	02/08/2010
0	Sve001	1	3	2010	27/07/2010
0	Sve001	2	1	2010	27/07/2010
0	Sve001	3	3	2010	27/07/2010
0	Sve001	4	2	2010	27/07/2010
0	Sve001	5	1	2010	27/07/2010
0	Sve001	6	3	2010	27/07/2010
0	Sve001	7	1	2010	27/07/2010
0	Sve001	8	3	2010	27/07/2010
0	Sve001	9	2	2010	27/07/2010
0	Sve001	10	2	2010	27/07/2010
0	Sve001	11	3	2010	27/07/2010
0	Sve001	12	2	2010	27/07/2010
0	Sve001	13	1	2010	27/07/2010
0	Sve001	14	3	2010	27/07/2010
0	Sve001	15	2	2010	27/07/2010
0	Sve001	16	3	2010	27/07/2010
0	Sve001	17	4	2010	27/07/2010
0	Sve001	18	1	2010	27/07/2010
0	Sve001	19	2	2010	27/07/2010
0	Sve001	20	4	2010	27/07/2010
0	Sve001	21	3	2010	27/07/2010
0	Sve001	22	2	2010	27/07/2010
0	Sve001	23	1	2010	27/07/2010
0	Sve001	24	3	2010	27/07/2010
0	Sve001	25	4	2010	27/07/2010
0	Sve001	26	3	2010	27/07/2010
0	Sve001	27	2	2010	27/07/2010
0	Sve001	28	2	2010	27/07/2010
0	Sve001	29	3	2010	27/07/2010
0	Sve001	30	2	2010	27/07/2010
0	Sve001	31	2	2010	27/07/2010
0	Sve001	32	4	2010	27/07/2010
0	Sve001	33	2	2010	27/07/2010
0	Sve001	34	4	2010	27/07/2010
0	Sve001	35	2	2010	27/07/2010
0	Sve001	36	3	2010	27/07/2010
0	Sve001	37	3	2010	27/07/2010
0	Sve001	38	4	2010	27/07/2010
0	Sve001	39	3	2010	27/07/2010
0	Sve001	40	3	2010	27/07/2010
0	Sve001	41	4	2010	27/07/2010
0	Sve001	42	3	2010	27/07/2010
0	Sve001	43	1	2010	27/07/2010
0	Sve001	44	1	2010	27/07/2010
0	Sve001	45	1	2010	27/07/2010
0	Sve001	46	4	2010	27/07/2010
0	Sve001	47	4	2010	27/07/2010
0	Sve001	48	1	2010	27/07/2010
0	Sve001	49	2	2010	27/07/2010
0	Sve001	50	3	2010	27/07/2010
0	Sve001	51	5	2010	27/07/2010
0	Sve001	52	1	2010	27/07/2010
0	Sve001	53	4	2010	27/07/2010
0	Sve001	54	4	2010	27/07/2010
0	Sve001	55	4	2010	27/07/2010
0	Sve001	56	4	2010	27/07/2010
0	Sve001	57	4	2010	27/07/2010
0	Sve001	58	5	2010	27/07/2010
0	Sve001	59	2	2010	27/07/2010
0	Sve001	60	3	2010	27/07/2010
0	Sve001	61	2	2010	27/07/2010
0	Sve001	62	3	2010	27/07/2010
0	Sve001	63	4	2010	27/07/2010
0	Sve001	64	2	2010	27/07/2010
0	Sve001	65	4	2010	27/07/2010
0	Sve001	66	5	2010	27/07/2010
0	Sve001	67	3	2010	27/07/2010
0	Sve001	68	2	2010	27/07/2010
0	Sve001	69	3	2010	27/07/2010
0	Sve001	70	4	2010	27/07/2010
0	Sve001	71	5	2010	27/07/2010
0	Sve001	72	2	2010	27/07/2010
0	Sve001	73	3	2010	27/07/2010
0	Sve001	74	3	2010	27/07/2010
0	Sve001	75	4	2010	27/07/2010
0	Sve001	76	5	2010	27/07/2010
0	Sve001	77	3	2010	27/07/2010
0	Sve001	78	5	2010	27/07/2010
0	Sve001	79	3	2010	27/07/2010
0	Sve001	80	4	2010	27/07/2010
0	Sve001	81	5	2010	27/07/2010
0	Sve001	82	3	2010	27/07/2010
0	Sve001	83	4	2010	27/07/2010
0	Sve001	84	5	2010	27/07/2010
0	Sve001	85	3	2010	27/07/2010
0	Sve001	86	2	2010	27/07/2010
0	Sve001	87	2	2010	27/07/2010
0	Sve001	88	4	2010	27/07/2010
0	Sve001	89	3	2010	27/07/2010
0	Sve001	90	1	2010	27/07/2010
0	Sve001	91	3	2010	27/07/2010
0	Sve001	92	1	2010	27/07/2010
0	Sve001	93	5	2010	27/07/2010
0	Sve001	94	5	2010	27/07/2010
0	Sve001	95	3	2010	27/07/2010
0	Sve001	96	4	2010	27/07/2010
0	Sve001	97	4	2010	27/07/2010
0	Sve001	98	4	2010	27/07/2010
0	Sve001	99	5	2010	27/07/2010
0	Sve001	100	3	2010	27/07/2010
0	Sve005	1	5	2010	27/07/2010
0	Sve005	2	3	2010	27/07/2010
0	Sve005	3	3	2010	27/07/2010
0	Sve005	4	5	2010	27/07/2010
0	Sve005	5	3	2010	27/07/2010
0	Sve005	6	4	2010	27/07/2010
0	Sve005	7	3	2010	27/07/2010
0	Sve005	8	3	2010	27/07/2010
0	Sve005	9	3	2010	27/07/2010
0	Sve005	10	3	2010	27/07/2010
0	Sve005	11	2	2010	27/07/2010
0	Sve005	12	2	2010	27/07/2010
0	Sve005	13	2	2010	27/07/2010
0	Sve005	14	4	2010	27/07/2010
0	Sve005	15	3	2010	27/07/2010
0	Sve005	16	3	2010	27/07/2010
0	Sve005	17	3	2010	27/07/2010
0	Sve005	18	3	2010	27/07/2010
0	Sve005	19	4	2010	27/07/2010
0	Sve005	20	2	2010	27/07/2010
0	Sve005	21	4	2010	27/07/2010
0	Sve005	22	3	2010	27/07/2010
0	Sve005	23	4	2010	27/07/2010
0	Sve005	24	2	2010	27/07/2010
0	Sve005	25	4	2010	27/07/2010
0	Sve005	26	3	2010	27/07/2010
0	Sve005	27	3	2010	27/07/2010
0	Sve005	28	3	2010	27/07/2010
0	Sve005	29	5	2010	27/07/2010
0	Sve005	30	2	2010	27/07/2010
0	Sve005	31	3	2010	27/07/2010
0	Sve005	32	2	2010	27/07/2010
0	Sve005	33	4	2010	27/07/2010
0	Sve005	34	2	2010	27/07/2010
0	Sve005	35	3	2010	27/07/2010
0	Sve005	36	3	2010	27/07/2010
0	Sve005	37	2	2010	27/07/2010
