predator	LokalID	Individ	most_adv	year	Datum
1	Göt009b	64	2	2010	31/07/2010
1	Göt009b	65	2	2010	31/07/2010
1	Göt009b	66	2	2010	31/07/2010
1	Göt009b	67	2	2010	31/07/2010
1	Göt009b	68	2	2010	31/07/2010
1	Göt009b	69	1	2010	31/07/2010
1	Göt009b	70	3	2010	31/07/2010
1	Göt009b	71	4	2010	31/07/2010
1	Göt009b	72	1	2010	31/07/2010
1	Göt009b	73	4	2010	31/07/2010
1	Göt009b	74	2	2010	31/07/2010
1	Göt009b	75	3	2010	31/07/2010
1	Göt009b	76	3	2010	31/07/2010
1	Göt009b	77	3	2010	31/07/2010
1	Göt009b	78	3	2010	31/07/2010
1	Göt009b	79	2	2010	31/07/2010
1	Göt009b	80	1	2010	31/07/2010
1	Göt009b	81	1	2010	31/07/2010
1	Göt009b	82	2	2010	31/07/2010
1	Göt009b	83	1	2010	31/07/2010
1	Göt009b	84	2	2010	31/07/2010
1	Göt009b	85	2	2010	31/07/2010
1	Göt009b	86	2	2010	31/07/2010
1	Göt009b	87	3	2010	31/07/2010
1	Göt009b	88	4	2010	31/07/2010
1	Göt009b	89	2	2010	31/07/2010
1	Göt009b	90	2	2010	31/07/2010
1	Göt009b	91	2	2010	31/07/2010
1	Göt009b	92	3	2010	31/07/2010
1	Göt009b	93	2	2010	31/07/2010
1	Göt009b	94	2	2010	31/07/2010
1	Göt009b	95	1	2010	31/07/2010
1	Göt009b	96	2	2010	31/07/2010
1	Göt009b	97	1	2010	31/07/2010
1	Göt009b	98	2	2010	31/07/2010
1	Göt009b	99	4	2010	31/07/2010
1	Göt009b	100	2	2010	31/07/2010
1	Göt016	1	3	2010	02/08/2010
1	Göt016	2	2	2010	02/08/2010
1	Göt016	3	3	2010	02/08/2010
1	Göt016	4	1	2010	02/08/2010
1	Göt016	5	1	2010	02/08/2010
1	Göt016	6	3	2010	02/08/2010
1	Göt016	7	2	2010	02/08/2010
1	Göt016	8	1	2010	02/08/2010
1	Göt016	9	1	2010	02/08/2010
1	Göt016	10	2	2010	02/08/2010
1	Göt016	11	1	2010	02/08/2010
1	Göt016	12	2	2010	02/08/2010
1	Göt016	13	4	2010	02/08/2010
1	Göt016	14	2	2010	02/08/2010
1	Göt016	15	4	2010	02/08/2010
1	Göt016	16	3	2010	02/08/2010
1	Göt016	17	4	2010	02/08/2010
1	Göt016	18	3	2010	02/08/2010
1	Göt016	19	3	2010	02/08/2010
1	Göt016	20	3	2010	02/08/2010
1	Göt016	21	3	2010	02/08/2010
1	Göt016	22	2	2010	02/08/2010
1	Göt016	23	4	2010	02/08/2010
1	Göt016	24	4	2010	02/08/2010
1	Göt016	25	4	2010	02/08/2010
1	Göt016	26	3	2010	02/08/2010
1	Göt016	27	4	2010	02/08/2010
1	Göt016	28	2	2010	02/08/2010
1	Göt016	29	4	2010	02/08/2010
1	Göt016	30	3	2010	02/08/2010
1	Göt016	31	2	2010	02/08/2010
1	Göt016	32	1	2010	02/08/2010
1	Göt016	33	2	2010	02/08/2010
1	Göt016	34	2	2010	02/08/2010
1	Göt016	35	1	2010	02/08/2010
1	Göt016	36	1	2010	02/08/2010
1	Göt016	37	1	2010	02/08/2010
1	Göt016	38	1	2010	02/08/2010
1	Göt016	39	2	2010	02/08/2010
1	Göt016	40	3	2010	02/08/2010
1	Göt016	41	2	2010	02/08/2010
1	Göt016	42	2	2010	02/08/2010
1	Göt016	43	2	2010	02/08/2010
1	Göt016	44	2	2010	02/08/2010
1	Göt016	45	3	2010	02/08/2010
1	Göt016	46	2	2010	02/08/2010
1	Göt016	47	2	2010	02/08/2010
1	Göt016	48	2	2010	02/08/2010
1	Göt016	49	1	2010	02/08/2010
1	Göt016	50	4	2010	02/08/2010
1	Göt016	51	2	2010	02/08/2010
1	Göt016	52	2	2010	02/08/2010
1	Göt016	53	2	2010	02/08/2010
1	Göt016	54	2	2010	02/08/2010
1	Göt016	55	2	2010	02/08/2010
1	Göt016	56	4	2010	02/08/2010
1	Göt016	57	4	2010	02/08/2010
1	Göt016	58	3	2010	02/08/2010
1	Göt016	59	3	2010	02/08/2010
1	Göt016	60	2	2010	02/08/2010
1	Göt016	61	2	2010	02/08/2010
1	Göt016	62	2	2010	02/08/2010
1	Göt016	63	5	2010	02/08/2010
1	Göt016	64	3	2010	02/08/2010
1	Göt016	65	2	2010	02/08/2010
1	Göt016	66	2	2010	02/08/2010
1	Göt016	67	2	2010	02/08/2010
1	Göt016	68	2	2010	02/08/2010
1	Göt016	69	1	2010	02/08/2010
1	Göt016	70	1	2010	02/08/2010
1	Göt016	71	1	2010	02/08/2010
1	Göt016	72	2	2010	02/08/2010
1	Göt016	73	1	2010	02/08/2010
1	Göt016	74	1	2010	02/08/2010
1	Göt016	75	1	2010	02/08/2010
1	Göt016	76	2	2010	02/08/2010
1	Göt016	77	1	2010	02/08/2010
1	Göt016	78	1	2010	02/08/2010
1	Göt016	79	2	2010	02/08/2010
1	Göt016	80	1	2010	02/08/2010
1	Göt016	81	1	2010	02/08/2010
1	Göt016	82	1	2010	02/08/2010
1	Göt016	83	1	2010	02/08/2010
1	Göt016	84	2	2010	02/08/2010
1	Göt016	85	2	2010	02/08/2010
1	Göt016	86	4	2010	02/08/2010
1	Göt016	87	5	2010	02/08/2010
1	Göt016	88	5	2010	02/08/2010
1	Göt016	89	3	2010	02/08/2010
1	Göt016	90	5	2010	02/08/2010
1	Göt016	91	3	2010	02/08/2010
1	Göt016	92	2	2010	02/08/2010
1	Göt016	93	2	2010	02/08/2010
1	Göt016	94	2	2010	02/08/2010
1	Göt016	95	2	2010	02/08/2010
1	Göt016	96	2	2010	02/08/2010
1	Göt016	97	4	2010	02/08/2010
1	Göt016	98	3	2010	02/08/2010
1	Göt016	99	2	2010	02/08/2010
1	Göt016	100	3	2010	02/08/2010
1	Göt016		.	2010	02/08/2010
1	Her003	1	2	2010	01/08/2010
1	Her003	2	3	2010	01/08/2010
1	Her003	3	4	2010	01/08/2010
1	Her003	4	2	2010	01/08/2010
1	Her003	5	2	2010	01/08/2010
1	Her003	6	2	2010	01/08/2010
1	Her003	7	4	2010	01/08/2010
1	Her003	8	3	2010	01/08/2010
1	Her003	9	2	2010	01/08/2010
1	Her003	10	1	2010	01/08/2010
1	Her003	11	4	2010	01/08/2010
1	Her003	12	3	2010	01/08/2010
1	Her003	13	1	2010	01/08/2010
1	Her003	14	2	2010	01/08/2010
1	Her003	15	5	2010	01/08/2010
1	Her003	16	3	2010	01/08/2010
1	Her003	17	4	2010	01/08/2010
1	Her003	18	1	2010	01/08/2010
1	Her003	19	1	2010	01/08/2010
1	Her003	20	3	2010	01/08/2010
1	Her003	21	3	2010	01/08/2010
1	Her003	22	3	2010	01/08/2010
1	Her003	23	3	2010	01/08/2010
1	Her003	24	2	2010	01/08/2010
1	Her003	25	2	2010	01/08/2010
1	Her003	26	2	2010	01/08/2010
1	Her003	27	4	2010	01/08/2010
1	Her003	28	3	2010	01/08/2010
1	Her003	29	2	2010	01/08/2010
1	Her003	30	4	2010	01/08/2010
1	Her003	31	2	2010	01/08/2010
1	Her003	32	4	2010	01/08/2010
1	Her003	33	4	2010	01/08/2010
1	Her003	34	5	2010	01/08/2010
1	Her003	35	4	2010	01/08/2010
1	Her003	36	2	2010	01/08/2010
1	Her003	37	1	2010	01/08/2010
1	Her003	38	1	2010	01/08/2010
1	Her003	39	1	2010	01/08/2010
1	Her003	40	4	2010	01/08/2010
1	Her003	41	3	2010	01/08/2010
1	Her003	42	1	2010	01/08/2010
1	Her003	43	3	2010	01/08/2010
1	Her003	44	2	2010	01/08/2010
1	Her003	45	2	2010	01/08/2010
1	Her003	46	2	2010	01/08/2010
1	Her003	47	3	2010	01/08/2010
1	Her003	48	4	2010	01/08/2010
1	Her003	49	4	2010	01/08/2010
1	Her003	50	3	2010	01/08/2010
1	Her003	51	1	2010	01/08/2010
1	Her003	52	3	2010	01/08/2010
1	Her003	53	1	2010	01/08/2010
1	Her003	54	2	2010	01/08/2010
1	Her003	55	2	2010	01/08/2010
