"Estimate"	"Std..Error"	"t.value"	"Pr...t.."	"sig"
"Ale001.(Intercept)"	2.17	0.328174659773012	6.6123325960052	2.13242522560156e-09	"*"
"Ale001.most_adv"	1.15112162229203	0.416618359217118	2.76301223127838	0.00686497653856147	"*"
"Ale001.n_fl"	0.850068490284392	0.544167670945284	1.56214441921498	0.121544618217651	""
"Ale001.h_shoot"	0.20322355824757	0.467534346826315	0.434670863492871	0.664776862419236	""
"Göt009a.(Intercept)"	1.88	0.238527625430748	7.88168664575007	5.05206713253747e-12	"*"
"Göt009a.most_adv"	0.436175700480563	0.303830832529713	1.43558735250448	0.154370131723642	""
"Göt009a.n_fl"	1.09372056655973	0.342210600561472	3.19604525624057	0.00188633352231138	"*"
"Göt009a.h_shoot"	0.172503634088799	0.282970320641396	0.609617410397645	0.543555465673491	""
"Göt009b.(Intercept)"	0.92	0.155224631358814	5.9268944106773	4.82993524099953e-08	"*"
"Göt009b.most_adv"	0.306564758388274	0.192382441864248	1.59351734710072	0.114331503784847	""
"Göt009b.n_fl"	1.03414486610224	0.267722197388694	3.86275354150337	0.000203571066476174	"*"
"Göt009b.h_shoot"	-0.321457248678377	0.278075470205948	-1.15600721070542	0.250547055550996	""
"Göt016.(Intercept)"	0.32	0.0987630176128299	3.24007920914751	0.00164250406517269	"*"
"Göt016.most_adv"	0.186444548194637	0.123140354451905	1.51408162681111	0.133290655719296	""
"Göt016.n_fl"	0.321530334234696	0.130134775069567	2.47074876075834	0.0152463604862161	"*"
"Göt016.h_shoot"	-0.0158832996406716	0.109493549927855	-0.145061509569624	0.884966434128229	""
"Her003.(Intercept)"	2.16	0.313588279422176	6.88801253662943	5.88204484056392e-10	"*"
"Her003.most_adv"	0.60801900287098	0.356133994525591	1.70727594730441	0.0910031653713395	""
"Her003.n_fl"	1.07678100950272	0.450793419790619	2.38863515355406	0.0188669337388625	"*"
"Her003.h_shoot"	-0.0736293727707423	0.412714726633384	-0.178402581781744	0.858782763012946	""
"Her004.(Intercept)"	3.32	0.459499863995556	7.2252469698927	1.1916833346211e-10	"*"
"Her004.most_adv"	1.03245558236736	0.607080122403573	1.70069080548977	0.0922384081559121	""
"Her004.n_fl"	3.90206438028276	0.678882169082294	5.74777856598816	1.06712870700364e-07	"*"
"Her004.h_shoot"	-0.814445082166133	0.639845045320469	-1.27287862604018	0.206135096714447	""
"Her005.(Intercept)"	1.72	0.293018928341219	5.86992795904662	6.22186910353569e-08	"*"
"Her005.most_adv"	0.249063012183204	0.355144272929156	0.701300939274577	0.484811784806536	""
"Her005.n_fl"	2.02284009824932	0.426910983500051	4.73831823595861	7.45773410405062e-06	"*"
"Her005.h_shoot"	0.391477586568682	0.366263170361686	1.06884234683519	0.287820955095562	""
"Ler010.(Intercept)"	5.37755558741689	0.579866682764813	9.27377921038096	5.89529583708921e-15	"*"
"Ler010.most_adv"	2.47647597983666	0.651632396873684	3.80041875099822	0.000254935600666975	"*"
"Ler010.n_fl"	1.30969870876116	0.76132602618154	1.72028626859114	0.0886363087673672	""
"Ler010.h_shoot"	0.367570205734519	0.686128983433036	0.535715899793924	0.593406928271009	""
"Par003.(Intercept)"	12.47	1.25834872799706	9.9098125365047	2.32322868894204e-16	"*"
"Par003.most_adv"	4.97874840814859	1.39117364863984	3.57881161206319	0.00054330812502634	"*"
"Par003.n_fl"	13.7143061844831	1.55031206595449	8.84615845135638	4.47111710060577e-14	"*"
"Par003.h_shoot"	-1.10257611022409	1.51212101595545	-0.729158644440519	0.467679860410412	""
"Vår004.(Intercept)"	7.7	0.623422833663154	12.3511677536027	1.52045205515459e-21	"*"
"Vår004.most_adv"	1.19275930585493	0.734556977497849	1.62378051314395	0.107701852033092	""
"Vår004.n_fl"	6.00188264327996	0.794901296614145	7.55047534686982	2.50840813464884e-11	"*"
"Vår004.h_shoot"	-0.158478948664032	0.697400079299628	-0.227242515979043	0.82071840298634	""
"Vår009.(Intercept)"	3.24	0.380671083294471	8.51128478675034	2.32604215343595e-13	"*"
"Vår009.most_adv"	0.765870802910472	0.58612141828702	1.30667602141	0.194444412307928	""
"Vår009.n_fl"	2.33998295583567	0.656200488202668	3.56595735282806	0.000567346725423554	"*"
"Vår009.h_shoot"	1.04418208910129	0.547168612915326	1.908336963149	0.0593354148383551	""
