"Estimate"	"Std..Error"	"t.value"	"Pr...t.."	"sig"
"Ale001.(Intercept)"	0.943479756072618	0.106053722294648	8.89624367404433	5.02434354049599e-12	"*"
"Ale001.most_adv"	0.297118590398389	0.121736428361735	2.44067116471917	0.0181024124814498	"*"
"Ale001.n_fl"	0.229299032776394	0.124706002427556	1.83871688862449	0.0716706185769254	""
"Ale001.n_shoots"	0.0879959787189817	0.190856092081405	0.461059313115607	0.646678748654771	""
"Ale001.h_shoot"	0.104893213732802	0.120046229812248	0.87377349456834	0.386259127823647	""
"Ale010.(Intercept)"	0.96527392187786	0.12104677762041	7.97438759505734	3.75607576771361e-10	"*"
"Ale010.most_adv"	0.264057503798251	0.147945203074828	1.78483315653496	0.0810303632904423	""
"Ale010.n_fl"	0.418892646420701	0.176428762272744	2.37428773531341	0.0219087597814821	"*"
"Ale010.n_shoots"	-0.2736006673199	0.139710400214806	-1.95834144701638	0.0564061486964464	""
"Ale010.h_shoot"	0.236520028315249	0.153375096985329	1.54210189896651	0.130052464223063	""
"Bor012.(Intercept)"	0.917639302658192	0.0610389920956316	15.0336575220721	2.38373449934689e-22	"*"
"Bor012.most_adv"	0.215185523727636	0.0875754393218372	2.45714466743164	0.0168160814746378	"*"
"Bor012.n_fl"	0.196935957799402	0.0680312086301176	2.89478846201504	0.00523214848087724	"*"
"Bor012.n_shoots"	-0.0570011950780036	0.0644376740819647	-0.884594236059763	0.379793233768832	""
"Bor012.h_shoot"	0.126887923108323	0.0707223244623795	1.79417071020934	0.0776618053967025	""
"Göt009a.(Intercept)"	0.820304529356159	0.364343895979323	2.25145676490958	0.0351905186288653	"*"
"Göt009a.most_adv"	-0.615940693014529	0.394294179422247	-1.56213488598045	0.133201036375639	""
"Göt009a.n_fl"	0.0269575026683906	0.305522979307245	0.0882339610903086	0.930526744097555	""
"Göt009a.n_shoots"	0.113691923009469	0.364809625332973	0.311647267820028	0.758381534973411	""
"Göt009a.h_shoot"	0.762574632106013	0.347683193042675	2.19330312009765	0.0396827879710734	"*"
"Göt009b.(Intercept)"	0.799380011371607	0.113848995497552	7.021405923505	2.12907270398429e-09	"*"
"Göt009b.most_adv"	0.258185028761103	0.124377143681983	2.07582374958899	0.0421327530581325	"*"
