"Estimate"	"Std..Error"	"t.value"	"Pr...t.."	"sig"
"Ale001.(Intercept)"	4.87160733928416	15.6616060233318	0.311054136595361	0.756433881919474	""
"Ale001.phen_index"	2.79484497571271	0.477469094594458	5.85345733860856	6.69323139153866e-08	"*"
"Ale001.n_fl"	-0.0493834908796953	0.0567441153287827	-0.870283915672331	0.386316216327596	""
"Ale001.h_shoot"	-0.0609427965446971	0.197684021573272	-0.308283876762941	0.75853427106807	""
"Ale010.(Intercept)"	-17.7021397629357	42.4855397979949	-0.41666270093551	0.677855301948364	""
"Ale010.phen_index"	1.95830395035683	0.862254932677806	2.27114264719269	0.0253721846575955	"*"
"Ale010.n_fl"	0.0668191797574839	0.0180217649655723	3.70769344096604	0.000350039276020659	"*"
"Ale010.h_shoot"	-0.18118892235656	0.340465032007639	-0.532180709684438	0.595830376424422	""
"Bor012.(Intercept)"	21.6686294766204	9.02984412862972	2.39966816347567	0.01833972498718	"*"
"Bor012.phen_index"	2.75957658403755	2.04023083037479	1.35258057223389	0.179366987587042	""
"Bor012.n_fl"	0.0387094093437214	0.0311930624072602	1.24096213569309	0.217643716517085	""
"Bor012.h_shoot"	0.404652879396403	0.195874028162515	2.06588327810702	0.0415335070254962	"*"
"Göt009a.(Intercept)"	27.8558152675733	18.6979473504654	1.48977931884486	0.139560451447222	""
"Göt009a.phen_index"	3.07854084314133	0.485699701071057	6.33836264743952	7.5351489795427e-09	"*"
"Göt009a.n_fl"	-0.01277083061921	0.0300006964449195	-0.425684471780746	0.671290596895565	""
"Göt009a.h_shoot"	0.295579108162289	0.341667962629907	0.865106303462404	0.389137137041435	""
"Göt009b.(Intercept)"	9.6702993803893	36.9097251704577	0.261998682887223	0.793883805784019	""
"Göt009b.phen_index"	0.692881660041441	0.616370904708925	1.12413103011189	0.263760493187079	""
"Göt009b.n_fl"	0.156123567122216	0.051263060309207	3.0455373943833	0.00299830645200606	"*"
"Göt009b.h_shoot"	0.0716869494992015	0.319525351088376	0.224354497241047	0.822958286165944	""
"Göt016.(Intercept)"	64.1983419226787	17.6489829995288	3.63750942048007	0.000445277035463682	"*"
"Göt016.phen_index"	3.60447222921987	0.625994752993241	5.75799112050829	1.02025661856948e-07	"*"
"Göt016.n_fl"	0.0194603758392664	0.0352059633926196	0.552757941097728	0.581714000081191	""
"Göt016.h_shoot"	0.659976840370744	0.238354292375715	2.76889009966068	0.00675148137302275	"*"
"Her003.(Intercept)"	12.4200572965638	3.64693492130094	3.4056152809366	0.000965269592660461	"*"
"Her003.phen_index"	1.99953222568267	0.467335625215842	4.27857864411509	4.44931240379529e-05	"*"
"Her003.n_fl"	-0.150899446940691	0.175832579467017	-0.858199586209207	0.392919888710991	""
"Her003.h_shoot"	0.0829429491139605	0.105294207296722	0.78772566168075	0.432797848748033	""
